pdf_hash;unit_id;host_unit;host_age;host_age_method;host_age_reliability;target_name;target_role;evidence_pages
18A2027C;5;SKR;HPGE;UNK;STA;La Encantada;MAIN;50|52|54|58
18A2027C;6;HBX;HPGE;UNK;STA;La Encantada;MAIN;52|55|58
18A2027C;7;DOL;HCRE;UNK;STA;La Encantada;MAIN;48
18A2027C;8;SHA;HCRE;UNK;STA;La Encantada;MAIN;48|49
18A2027C;9;CHT;HCRE;UNK;STA;La Encantada;MAIN;49
18D6D1CC;1;VBX;HCRE;UNK;INF;Hardshell;MAIN;35|36
18D6D1CC;2;TUF;HCRE;UNK;INF;Hardshell;MAIN;35|36|40
18D6D1CC;3;LST;HPER;UNK;STA;Hardshell;MAIN;31|37|40
18D6D1CC;4;MBL;HPER;UNK;STA;Hardshell;MAIN;37
18D6D1CC;5;CSS;HPER;UNK;STA;Hardshell;MAIN;37
18D6D1CC;6;LST;HPER;UNK;STA;Hardshell;MAIN;37
18D6D1CC;7;QZT;HPER;UNK;STA;Hardshell;MAIN;38
18D6D1CC;8;SLT;HPER;UNK;STA;Hardshell;MAIN;38
18D6D1CC;9;SKR;HPER;UNK;STA;Hardshell;MAIN;40|41|42
18D6D1CC;10;TUF;HCRE;UNK;INF;Hardshell;MAIN;34|36
18D6D1CC;11;VBX;HCRE;UNK;INF;Hardshell;MAIN;34|36
18D6D1CC;12;AND;HCRE;UNK;INF;Hardshell;MAIN;33|36
18D6D1CC;13;SND;HPER;UNK;STA;Hardshell;MAIN;37
18E4B5BD;1;SND;HEDI;UNK;STA;Zgounder;MAIN;75|76|80
18E4B5BD;2;SCH;HEDI;UNK;STA;Zgounder;MAIN;75|76|80
18E4B5BD;3;DIA;HEDI;UNK;STA;Zgounder;MAIN;75|76|80
18E4B5BD;4;PEL;HEDI;UNK;STA;Zgounder;MAIN;75|76
18E4B5BD;5;TUF;HEDI;UNK;STA;Zgounder;MAIN;75|76
195BFEF8;1;MUD;HCRE;UNK;STA;La Cigarra;MAIN;52
195BFEF8;2;GRW;HJUR;UNK;STA;La Cigarra;MAIN;52
195BFEF8;3;GRD;HCRE;UNK;STA;La Cigarra;MAIN;52
195BFEF8;4;AND;HPGE;UNK;STA;La Cigarra;MAIN;52
195BFEF8;5;DAC;HPGE;UNK;STA;La Cigarra;MAIN;52
195BFEF8;6;RHY;HPGE;UNK;STA;La Cigarra;MAIN;52|53
195BFEF8;7;SLT;HJUR;UNK;STA;La Cigarra;MAIN;52
195BFEF8;8;SND;HJUR;UNK;STA;La Cigarra;MAIN;52
19724E16;1;AND;HUNK;UNK;N/A;Las Bolas Structure;MAIN;33|39
19724E16;2;RHY;HUNK;UNK;N/A;Las Bolas Structure;MAIN;33|39
1A976CD9;1;AND;HPGE;UNK;STA;Silveria;MAIN;28
1A976CD9;2;VBX;HPGE;UNK;STA;Silveria;MAIN;28
1A976CD9;3;TUF;HPGE;UNK;STA;Silveria;MAIN;28
1A976CD9;4;VCL;HPGE;UNK;STA;Silveria;MAIN;28
1A976CD9;5;VCL;HPGE;UNK;STA;Silveria;MAIN;28
1A976CD9;6;VCL;HPGE;UNK;STA;Silveria;MAIN;28
1AFFD8D7;1;RDC;HPGE;UNK;STA;Cusi;MAIN;71
1AFFD8D7;2;IGN;HPGE;UNK;STA;Cusi;MAIN;71
1AFFD8D7;3;RHY;HPGE;UNK;STA;Cusi;MAIN;71
1AFFD8D7;4;AND;HPGE;UNK;STA;Cusi;MAIN;71
1AFFD8D7;5;TUF;HPGE;UNK;STA;Cusi;MAIN;71
1B0CE8FB;1;CON;HCRE;UNK;STA;La Preciosa;MAIN;40|42|45
1B0CE8FB;2;SND;HCRE;UNK;STA;La Preciosa;MAIN;42|49
1B0CE8FB;3;AND;HPGE;UNK;STA;La Preciosa;MAIN;40|42|45
1B0CE8FB;4;TUF;HPGE;UNK;STA;La Preciosa;MAIN;40|42
1B0CE8FB;5;VBX;HPGE;UNK;STA;La Preciosa;MAIN;40|42
1B0CE8FB;6;SCH;HPER;UNK;STA;La Preciosa;MAIN;42|45
1B0CE8FB;7;QZT;HPER;UNK;STA;La Preciosa;MAIN;42
1B475F9E;1;CON;HUNK;UNK;N/A;La Preciosa;MAIN;46|48
1B475F9E;2;AND;HPGE;UNK;STA;La Preciosa;MAIN;43|46|48
1B475F9E;3;MSD;HUNK;UNK;N/A;La Preciosa;MAIN;46|51
1B475F9E;4;SCH;HUNK;UNK;N/A;La Preciosa;MAIN;46|51
1B475F9E;5;QZT;HUNK;UNK;N/A;La Preciosa;MAIN;46
1B475F9E;6;SND;HUNK;UNK;N/A;La Preciosa;MAIN;46|48|51
1B475F9E;7;TUF;HPGE;UNK;STA;La Preciosa;MAIN;46|48
1B475F9E;8;VCL;HPGE;UNK;STA;La Preciosa;MAIN;46|48
1B475F9E;9;BAS;HQUA;UNK;STA;La Preciosa;MAIN;46|48|50
1B475F9E;10;LPT;HPGE;UNK;STA;La Preciosa;MAIN;48|50
1B475F9E;11;GRW;HUNK;UNK;N/A;La Preciosa;MAIN;48
1B475F9E;12;SHA;HUNK;UNK;N/A;La Preciosa;MAIN;48|50|51
1B475F9E;13;MUD;HUNK;UNK;N/A;La Preciosa;MAIN;48
1B475F9E;14;MCG;HUNK;UNK;N/A;La Preciosa;MAIN;48
1B475F9E;15;SLA;HUNK;UNK;N/A;La Preciosa;MAIN;48
1B475F9E;16;RHY;HPGE;UNK;STA;La Preciosa;MAIN;43|48|50
1B475F9E;17;SLT;HUNK;UNK;N/A;La Preciosa;MAIN;50|51
1B475F9E;18;PDK;HUNK;UNK;N/A;La Preciosa;MAIN;51
1B7A92AF;1;QZT;HCAR;UNK;STA;Bermingham;MAIN;27|74|91
1B7A92AF;2;GRN;HTRI;UNK;INF;Bermingham;MAIN;28|74|76|91
1B7A92AF;3;PHL;HCAR;UNK;STA;Bermingham;MAIN;74
1B7A92AF;4;SCH;HCAR;UNK;STA;Bermingham;MAIN;74
1B7A92AF;5;APL;HCRE;LCORR;STA;Bermingham;MAIN;74|76
1B7A92AF;6;LAM;HCRE;UNK;INF;Bermingham;MAIN;73|76
1B7A92AF;7;SCH;HDEV;UNK;STA;Bermingham;MAIN;74
1B91159D;1;DAC;HPGE;UNK;STA;Panuco Vein System;MAIN;24|25|31
1B91159D;2;DIO;HCRE;UNK;STA;Panuco Vein System;MAIN;20|24|31|33
1B91159D;3;AND;HPGE;UNK;STA;Panuco Vein System;MAIN;17|27
1B91159D;4;IGN;HCRE;UNK;STA;Panuco Vein System;MAIN;17|27
1B91159D;5;QMO;HPGE;UNK;STA;Panuco Vein System;MAIN;18|28|31
1B91159D;6;TUF;HPGE;UNK;STA;Panuco Vein System;MAIN;31
1B91159D;7;AND;HJUR;UNK;STA;Panuco Vein System;MAIN;31|33
1B91159D;8;PDK;HPGE;UNK;STA;Panuco Vein System;MAIN;31|33|34
1C09C399;1;LST;HCRE;UNK;STA;Upper Manto deposit;MAIN;30
1C09C399;2;HRN;HCRE;UNK;STA;Upper Manto deposit;MAIN;34
1C09C399;3;SHA;HCRE;UNK;STA;Upper Manto deposit;MAIN;34
1C09C399;4;FLS;HUNK;UNK;N/A;Upper Manto deposit;MAIN;34
1C09C399;5;SKR;HUNK;UNK;N/A;Upper Manto deposit;MAIN;34
1D66CAA0;1;ALV;HQUA;UNK;N/A;Pedernalillo;MAIN;29|32
1C402986;1;SND;HORD;UNK;STA;Chinchillas;MAIN;32|34
1C402986;2;SLT;HORD;UNK;STA;Chinchillas;MAIN;32|34
1C402986;3;SHA;HORD;UNK;STA;Chinchillas;MAIN;32|34
1C402986;4;CBS;HORD;UNK;STA;Chinchillas;MAIN;34
1C402986;5;MSD;HORD;UNK;STA;Chinchillas;MAIN;32|33|34
1C402986;6;DAC;HNEO;UNK;INF;Chinchillas;MAIN;33|39|46
1C402986;7;VBX;HNEO;UNK;INF;Chinchillas;MAIN;33|36
1C402986;8;TUF;HNEO;UNK;INF;Chinchillas;MAIN;33|36
1C402986;9;FBX;HORD;UNK;STA;Chinchillas;MAIN;34|44
1CAF3C71;1;GRA;HPGE;UNK;INF;Guitarra;MAIN;46|48
1CAF3C71;2;QMO;HPGE;UNK;INF;Guitarra;MAIN;46|48
1E379AB8;1;BAS;HTRI;UNK;STA;Dankoe Property;MAIN;16
1E379AB8;2;VBX;HTRI;UNK;STA;Dankoe Property;MAIN;16
1E379AB8;3;ARGL;HTRI;UNK;STA;Dankoe Property;MAIN;16
1E379AB8;4;LST;HTRI;UNK;STA;Dankoe Property;MAIN;16
1E379AB8;5;GRA;HJUR;UNK;STA;Dankoe Property;MAIN;16
1E379AB8;6;FPO;HCRE;UNK;STA;Dankoe Property;MAIN;16
1E379AB8;7;AND;HUNK;UNK;N/A;Dankoe Property;MAIN;16
1E379AB8;8;QZT;HCAR;UNK;STA;Dankoe Property;MAIN;18
1E379AB8;9;SCH;HCAR;UNK;STA;Dankoe Property;MAIN;18
1E379AB8;10;GRN;HCAR;UNK;STA;Dankoe Property;MAIN;18
1E379AB8;11;MBL;HCAR;UNK;STA;Dankoe Property;MAIN;18
1E379AB8;12;GRD;HUNK;UNK;N/A;Dankoe Property;MAIN;18
1E379AB8;13;DIO;HUNK;UNK;N/A;Dankoe Property;MAIN;18
1E379AB8;14;SYE;HUNK;UNK;N/A;Dankoe Property;MAIN;18
1E379AB8;15;QMO;HUNK;UNK;N/A;Dankoe Property;MAIN;18
1E379AB8;16;MON;HUNK;UNK;N/A;Dankoe Property;MAIN;18
1E379AB8;17;PXN;HUNK;UNK;N/A;Dankoe Property;MAIN;18
1E379AB8;18;SYE;HUNK;UNK;N/A;Dankoe Property;MAIN;18
1DBA200E;1;BAS;HCRE;UNK;STA;San Ignacio;MAIN;59
1DBA200E;2;AND;HCRE;UNK;STA;San Ignacio;MAIN;59
1DBA200E;3;HYA;HCRE;UNK;STA;San Ignacio;MAIN;59
1DBA200E;4;SND;HCRE;UNK;STA;San Ignacio;MAIN;59
1DBA200E;5;SLT;HCRE;UNK;STA;San Ignacio;MAIN;59
1DBA200E;6;TUF;HCRE;UNK;STA;San Ignacio;MAIN;59
1DBA200E;7;DAC;HCRE;UNK;STA;San Ignacio;MAIN;59
1DBA200E;8;FLS;HUNK;UNK;N/A;San Ignacio;MAIN;63
1E7D5BF4;1;RHY;HPGE;UNK;STA;Cusi;MAIN;33|35|36|39
1E7D5BF4;2;AND;HPGE;UNK;STA;Cusi;MAIN;33|35
1E7D5BF4;3;TUF;HPGE;UNK;STA;Cusi;MAIN;33|35|39
1E7D5BF4;4;IGN;HPGE;UNK;STA;Cusi;MAIN;33|35
1EAA85D5;1;LST;HCRE;UNK;STA;Sierra Mojada;MAIN;39|40|41|42|43
1EAA85D5;2;DOL;HCRE;UNK;STA;Sierra Mojada;MAIN;39|40|41|42|43
1EAA85D5;3;CON;HJUR;UNK;STA;Sierra Mojada;MAIN;39|44
1EAA85D5;4;SND;HCRE;UNK;STA;Sierra Mojada;MAIN;39|41
1EAA85D5;5;CBS;HCRE;UNK;STA;Sierra Mojada;MAIN;39|41
1EC25303;1;LST;HCRE;UNK;STA;Sierra Mojada;MAIN;30|31|32
1EC25303;2;DOL;HCRE;UNK;STA;Sierra Mojada;MAIN;30|31|32
1EC25303;3;CON;HCRE;UNK;STA;Sierra Mojada;MAIN;33|34
1EC25303;4;SND;HCRE;UNK;STA;Sierra Mojada;MAIN;31
1EC25303;5;CBS;HCRE;UNK;STA;Sierra Mojada;MAIN;31
1EB7DB8A;1;LST;HDEV;UNK;STA;Silvertip;MAIN;34|37|40
1EB7DB8A;2;DOL;HDEV;UNK;STA;Silvertip;MAIN;34
1EB7DB8A;3;SLT;HUNK;UNK;N/A;Silvertip;MAIN;34|35|37|40
1EB7DB8A;4;SND;HUNK;UNK;N/A;Silvertip;MAIN;34|35|37|40
1EB7DB8A;5;MUD;HUNK;UNK;N/A;Silvertip;MAIN;34|35|37|40
1EB7DB8A;6;GRW;HUNK;UNK;N/A;Silvertip;MAIN;34|35|36
1EB7DB8A;7;CON;HUNK;UNK;N/A;Silvertip;MAIN;34|35
1EB7DB8A;8;SHA;HUNK;UNK;N/A;Silvertip;MAIN;34|35
1EC34635;1;LST;HPER;UNK;STA;Shafter deposit;MAIN;54|55|58
1EC34635;2;DOL;HPER;UNK;STA;Shafter deposit;MAIN;55|58|59
1EC34635;3;LST;HCRE;UNK;STA;Shafter deposit;MAIN;54|57
1EC34635;4;CSS;HCRE;UNK;STA;Shafter deposit;MAIN;57
1EC34635;5;CON;HCRE;UNK;STA;Shafter deposit;MAIN;57
1EC34635;6;AND;HPGE;UNK;STA;Shafter deposit;MAIN;58|59
1EC34635;7;BAS;HPGE;UNK;STA;Shafter deposit;MAIN;58|59
1F54D35B;1;SLT;HORD;UNK;STA;Magdalena;MAIN;36|38|43
1F54D35B;2;SND;HORD;UNK;STA;Magdalena;MAIN;36|38|41|43
20068DFD;1;AND;HNEO;UNK;STA;Margarita;MAIN;31|41
20068DFD;2;VBX;HNEO;UNK;STA;Margarita;MAIN;41
20068DFD;3;DAC;HNEO;UNK;STA;Margarita;MAIN;31
20068DFD;4;RHY;HPGE;UNK;STA;Margarita;MAIN;31
1FC287A7;1;GRN;HCRE;UNK;STA;Milagros;MAIN;93|107
1FC287A7;2;AND;HCRE;UNK;STA;Milagros;MAIN;93|94|113
1FC287A7;3;RHY;HCRE;UNK;STA;Milagros;MAIN;93|94
1FC287A7;4;SHA;HCRE;UNK;STA;Milagros;MAIN;94
1FC287A7;5;TUF;HCRE;UNK;STA;Milagros;MAIN;94
1FC287A7;6;LST;HCRE;UNK;STA;Milagros;MAIN;107
1FE272B7;1;LST;HCRE;UNK;STA;Potosi Mine;MAIN;32|35|36
1FE272B7;2;CON;HPGE;UNK;INF;Potosi Mine;MAIN;32|38
1FE272B7;3;TUF;HPGE;UNK;INF;Potosi Mine;MAIN;32|38
1FE272B7;4;FLS;HPGE;UNK;INF;Potosi Mine;MAIN;32|35|37
1FE272B7;5;DIA;HCRE;ARAR;INF;Potosi Mine;MAIN;32|35|37
1FE272B7;6;QMO;HPGE;UNK;INF;Potosi Mine;MAIN;32|35|37
22F42F4C;1;LST;HPER;UNK;STA;Shafter deposit;MAIN;22|24|26
22F42F4C;2;DOL;HPER;UNK;STA;Shafter deposit;MAIN;24
2135519C;1;SHA;HJUR;UNK;STA;Kisgegas Property;MAIN;11|18
2135519C;2;SLT;HJUR;UNK;STA;Kisgegas Property;MAIN;11|18
2135519C;3;SND;HJUR;UNK;STA;Kisgegas Property;MAIN;11|18
2135519C;4;CON;HJUR;UNK;STA;Kisgegas Property;MAIN;11|18
2135519C;5;CBS;HJUR;UNK;STA;Kisgegas Property;MAIN;18
2135519C;6;FPO;HUNK;UNK;N/A;Kisgegas Property;MAIN;18
2135519C;7;GRD;HCRE;UNK;STA;Kisgegas Property;MAIN;11|14|18
2135519C;8;QFP;HCRE;UNK;STA;Kisgegas Property;MAIN;15|18
2135519C;9;PDK;HCRE;UNK;STA;Kisgegas Property;MAIN;11|19
2135519C;10;DIO;HUNK;UNK;N/A;Kisgegas Property;MAIN;15|19
2135519C;11;FLS;HUNK;UNK;N/A;Kisgegas Property;MAIN;19|22
2135519C;12;HRN;HUNK;UNK;N/A;Kisgegas Property;MAIN;20
2302A68F;1;MSD;HUNK;UNK;N/A;Guanajuato Mine;MAIN;45|48
2302A68F;2;SLT;HUNK;UNK;N/A;Guanajuato Mine;MAIN;48
2302A68F;3;SHA;HUNK;UNK;N/A;Guanajuato Mine;MAIN;48
2302A68F;4;DIO;HPGE;UNK;STA;Guanajuato Mine;MAIN;47|48
2302A68F;5;CON;HPGE;UNK;STA;Guanajuato Mine;MAIN;42|45|48
2302A68F;6;AND;HPGE;UNK;STA;Guanajuato Mine;MAIN;45|48
22DDFDDF;1;SND;HORD;UNK;STA;Chinchillas;MAIN;48|50
22DDFDDF;2;PEL;HORD;UNK;STA;Chinchillas;MAIN;48|50
22DDFDDF;3;SHA;HORD;UNK;STA;Chinchillas;MAIN;48
22DDFDDF;4;CBS;HORD;UNK;STA;Chinchillas;MAIN;50
22DDFDDF;5;HBX;HORD;UNK;STA;Chinchillas;MAIN;49|50
22DDFDDF;6;TUF;HNEO;UNK;INF;Chinchillas;MAIN;49|52|56|58
22DDFDDF;7;VBX;HNEO;UNK;INF;Chinchillas;MAIN;49|52|56|58
22DDFDDF;8;DAC;HNEO;UNK;INF;Chinchillas;MAIN;49|55|56|62
2385F77C;1;GRD;HUNK;UNK;N/A;San José;MAIN;38|39
2385F77C;2;RHY;HUNK;UNK;N/A;San José;MAIN;38
24134C1F;1;DAC;HUNK;UNK;N/A;Santas Gloria;MAIN;28
24134C1F;2;AND;HUNK;UNK;N/A;Santas Gloria;MAIN;28
24134C1F;3;TUF;HUNK;UNK;N/A;Santas Gloria;MAIN;28
24134C1F;4;VCL;HUNK;UNK;N/A;Santas Gloria;MAIN;28|32
24134C1F;5;VBX;HUNK;UNK;N/A;Santas Gloria;MAIN;28
24134C1F;6;SND;HUNK;UNK;N/A;Santas Gloria;MAIN;28
24134C1F;7;STC;HPGE;UNK;STA;Santas Gloria;MAIN;28
243200CD;1;SHA;HCRE;UNK;STA;Capire;MAIN;23|26|29
243200CD;2;TUF;HCRE;UNK;STA;Capire;MAIN;23|26
243200CD;3;LST;HCRE;UNK;STA;Capire;MAIN;26
243200CD;4;DIO;HCRE;UNK;STA;Capire;MAIN;26
243200CD;5;CHT;HCRE;UNK;STA;Capire;MAIN;23
23CFCB82;1;LST;HCRE;UNK;STA;Velardeña Mines;MAIN;48|50
23CFCB82;2;DIO;HUNK;UNK;N/A;Velardeña Mines;MAIN;50|58|59
23CFCB82;3;MDI;HUNK;UNK;N/A;Velardeña Mines;MAIN;50
23CFCB82;4;SKR;HUNK;UNK;N/A;Velardeña Mines;MAIN;50|58|59
2443BAA1;1;LPT;HPGE;UNK;STA;Namiquipa Mine;MAIN;29
2443BAA1;2;IGN;HPGE;UNK;STA;Namiquipa Mine;MAIN;29
2443BAA1;3;AND;HPGE;UNK;STA;Namiquipa Mine;MAIN;29
2443BAA1;4;AND;HPGE;UNK;STA;Namiquipa Mine;MAIN;29|30
2443BAA1;5;TUF;HPGE;UNK;STA;Namiquipa Mine;MAIN;30|33
245BB4C2;1;SND;HPER;UNK;STA;Nizhny Endybal;MAIN;51|60
245BB4C2;2;SLT;HPER;UNK;STA;Nizhny Endybal;MAIN;51|60
250EFC2A;1;AND;HJUR;UNK;STA;Main Silver King Vein;MAIN;17|18
250EFC2A;2;BAS;HJUR;UNK;STA;Main Silver King Vein;MAIN;17
250EFC2A;3;VBX;HJUR;UNK;STA;Main Silver King Vein;MAIN;17
250EFC2A;4;FPO;HJUR;UNK;STA;Main Silver King Vein;MAIN;17|21
250EFC2A;5;SCH;HJUR;UNK;STA;Main Silver King Vein;MAIN;17
250EFC2A;6;FPO;HUNK;UNK;N/A;Main Silver King Vein;MAIN;22
255F2CFA;1;SND;HCRE;UNK;STA;Silver Sand;MAIN;35|36|37|40|42
255F2CFA;2;HBX;HCRE;UNK;STA;Silver Sand;MAIN;40|41|42
255F2CFA;3;DAC;HNEO;UNK;STA;Silver Sand;MAIN;37|39|40
288CA85E;1;AND;HUNK;UNK;N/A;Finlandia vein system;MAIN;33|35|36
288CA85E;2;TUF;HUNK;UNK;N/A;Finlandia vein system;MAIN;35
288CA85E;3;DAC;HUNK;UNK;N/A;Finlandia vein system;MAIN;35
29072287;1;TUF;HPGE;UNK;INF;Silver Reef;MAIN;23
288D2C3D;1;TUF;HPGE;UNK;INF;Queen Structure;MAIN;49|54
288D2C3D;2;TUF;HPGE;FT;INF;Queen Structure;MAIN;50|54
288D2C3D;3;TUF;HPGE;UNK;INF;Queen Structure;MAIN;50|54
288D2C3D;4;TUF;HPGE;UNK;INF;Queen Structure;MAIN;51|54
288D2C3D;5;TUF;HUNK;UNK;N/A;Queen Structure;MAIN;51|54
288D2C3D;6;AND;HPGE;UNK;INF;Queen Structure;MAIN;51|54|56
288D2C3D;7;RHY;HPGE;UNK;STA;Queen Structure;MAIN;47|51|54|56
288D2C3D;8;PDK;HPGE;UNK;STA;Queen Structure;MAIN;51|54|56
288D2C3D;9;AND;HNEO;KAR;INF;Queen Structure;MAIN;52|54
2957E15D;1;TUF;HJUR;UNK;STA;Martha;MAIN;20|23
2957E15D;2;RHY;HJUR;UNK;STA;Martha;MAIN;20|23
2957E15D;3;IGN;HJUR;UNK;STA;Martha;MAIN;20|23
2928503D;1;SND;HNEO;UNK;STA;Waterloo;MAIN;95|98|107|108
2928503D;2;SLT;HNEO;UNK;STA;Waterloo;MAIN;95|98|107
2928503D;3;MUD;HNEO;UNK;STA;Waterloo;MAIN;98
2928503D;4;CHT;HNEO;UNK;STA;Waterloo;MAIN;98
2928503D;5;CON;HNEO;UNK;STA;Waterloo;MAIN;98|108
2928503D;6;LST;HNEO;UNK;STA;Waterloo;MAIN;97|108
2928503D;7;VBX;HPGE;UNK;INF;Waterloo;MAIN;90|98|99|107|108
2928503D;8;TUF;HPGE;UNK;INF;Waterloo;MAIN;90|98|99
2928503D;9;AND;HPGE;UNK;INF;Waterloo;MAIN;90|98|99
299A33E1;1;SND;HSIL;UNK;STA;Pulacayo;MAIN;54|58
299A33E1;2;SHA;HSIL;UNK;STA;Pulacayo;MAIN;54
299A33E1;3;DMT;HSIL;UNK;STA;Pulacayo;MAIN;54
299A33E1;4;MSD;HSIL;UNK;STA;Pulacayo;MAIN;58|61
299A33E1;5;CON;HNEO;UNK;STA;Pulacayo;MAIN;54
299A33E1;6;SND;HNEO;UNK;STA;Pulacayo;MAIN;54
299A33E1;7;TUF;HNEO;UNK;STA;Pulacayo;MAIN;54
299A33E1;8;DAC;HNEO;UNK;STA;Pulacayo;MAIN;54|56
299A33E1;9;RHY;HNEO;UNK;STA;Pulacayo;MAIN;54|56
299A33E1;10;AND;HNEO;UNK;STA;Pulacayo;MAIN;54
299A33E1;11;AND;HNEO;UNK;STA;Pulacayo;MAIN;54|56|58|61
299A33E1;12;STC;HNEO;UNK;STA;Pulacayo;MAIN;56
29C562B1;1;CON;HUNK;UNK;N/A;El Cubo;MAIN;47|51
29C562B1;2;RHY;HPGE;UNK;INF;El Cubo;MAIN;46|47|51
2A5B7D32;1;SHA;HJUR;UNK;STA;Escondida;MAIN;18|20|26
2A5B7D32;2;LST;HJUR;UNK;STA;Escondida;MAIN;18|20|26
2A5B7D32;3;SLT;HJUR;UNK;STA;Escondida;MAIN;18|20|26
2A5B7D32;4;SND;HJUR;UNK;STA;Escondida;MAIN;18|20|26
2A5B7D32;5;GAB;HUNK;UNK;N/A;Escondida;MAIN;23|26
2A5B7D32;6;DIO;HUNK;UNK;N/A;Escondida;MAIN;23
2A816F9A;1;SND;HUNK;UNK;N/A;Vertikalny;MAIN;63|71
2A816F9A;2;FBX;HUNK;UNK;N/A;Vertikalny;MAIN;63|71
2A816F9A;3;SLT;HUNK;UNK;N/A;Vertikalny;MAIN;63|72
2AE97DC0;1;AND;HUNK;UNK;N/A;Veta Grande Vein System;MAIN;39|42
2AE97DC0;2;VCL;HUNK;UNK;N/A;Veta Grande Vein System;MAIN;39|42
2C99F92A;1;LST;HUNK;UNK;N/A;Cerro Las Minitas;MAIN;42|46|47
2C99F92A;2;SHA;HUNK;UNK;N/A;Cerro Las Minitas;MAIN;47
2C99F92A;3;SND;HUNK;UNK;N/A;Cerro Las Minitas;MAIN;47
2C99F92A;4;SLT;HUNK;UNK;N/A;Cerro Las Minitas;MAIN;47
2C99F92A;5;SKR;HUNK;UNK;N/A;Cerro Las Minitas;MAIN;43|45|47|49|51
2C99F92A;6;HRN;HUNK;UNK;N/A;Cerro Las Minitas;MAIN;45|47
2C99F92A;7;MON;HPGE;UNK;STA;Cerro Las Minitas;MAIN;42|47|48
2C99F92A;8;QMO;HPGE;UNK;STA;Cerro Las Minitas;MAIN;47|48
2C99F92A;9;DIO;HPGE;UNK;STA;Cerro Las Minitas;MAIN;47
2C99F92A;10;APL;HUNK;UNK;N/A;Cerro Las Minitas;MAIN;47|48
2C99F92A;11;FLS;HUNK;UNK;N/A;Cerro Las Minitas;MAIN;47
2D1193C8;1;TUF;HNEA;UPB;INF;Abcourt-Barvue;MAIN;22|23
2D1193C8;2;VBX;HNEA;UNK;STA;Abcourt-Barvue;MAIN;22|23
2D1193C8;3;AND;HNEA;UNK;STA;Abcourt-Barvue;MAIN;23
2D1193C8;4;GAB;HUNK;UNK;N/A;Abcourt-Barvue;MAIN;23
2D1193C8;5;SCH;HNEA;UNK;STA;Abcourt-Barvue;MAIN;23
2CCA379B;1;AND;HCRE;UNK;STA;Catarina;MAIN;43|51
2CCA379B;2;GRD;HUNK;UNK;N/A;Catarina;MAIN;43|51
2CCA379B;3;RDC;HUNK;UNK;N/A;Catarina;MAIN;43|51
2CA4F9B9;1;GRA;HPGE;UNK;STA;El Horcon;MAIN;15|18
2CA4F9B9;2;MVL;HUNK;UNK;N/A;El Horcon;MAIN;15|18
2CA4F9B9;3;MSD;HUNK;UNK;N/A;El Horcon;MAIN;15|18
2D284444;1;LST;HCRE;UNK;STA;La Colorada;MAIN;19|20|22
2D284444;2;CSS;HCRE;UNK;STA;La Colorada;MAIN;19
2D284444;3;CON;HPGE;UNK;STA;La Colorada;MAIN;19
2D284444;4;DAC;HUNK;UNK;N/A;La Colorada;MAIN;19|20
2D284444;5;FPO;HUNK;UNK;N/A;La Colorada;MAIN;19
2D284444;6;TUF;HUNK;UNK;N/A;La Colorada;MAIN;19
2D284444;7;VBX;HUNK;UNK;N/A;La Colorada;MAIN;19
2D284444;8;DIO;HUNK;UNK;N/A;La Colorada;MAIN;22
2D284444;9;QFP;HUNK;UNK;N/A;La Colorada;MAIN;22
2D284444;10;SLT;HUNK;UNK;N/A;La Colorada;MAIN;22
2DCA987B;1;IGN;HCRE;UNK;STA;Hardshell;MAIN;36
2DCA987B;2;VBX;HCRE;UNK;STA;Hardshell;MAIN;36
2DCA987B;3;SND;HCRE;UNK;STA;Hardshell;MAIN;40
2DCA987B;4;TUF;HCRE;UNK;STA;Hardshell;MAIN;40
2DCA987B;5;LST;HPER;UNK;STA;Hardshell;MAIN;36|42|43
2DCA987B;6;SND;HPER;UNK;STA;Hardshell;MAIN;36|43
2DE24955;1;QMO;HCRE;UNK;INF;Rainbow Block;MAIN;36|38
2DE24955;2;PDK;HCRE;UNK;INF;Rainbow Block;MAIN;36|37
2DE24955;3;APL;HCRE;UNK;INF;Rainbow Block;MAIN;36|40
2DE24955;4;PEG;HCRE;UNK;INF;Rainbow Block;MAIN;36|40
2DECC0A8;1;AND;HPGE;UNK;INF;Redline Minerals Property Group;MAIN;94|95|98|101|109
2DECC0A8;2;RHY;HPGE;UNK;INF;Redline Minerals Property Group;MAIN;95|98|101
2DECC0A8;3;TUF;HPGE;UNK;STA;Redline Minerals Property Group;MAIN;94|95|98|109
2DECC0A8;4;VBX;HPGE;UNK;STA;Redline Minerals Property Group;MAIN;94|95|101|109
2DECC0A8;5;SND;HPGE;UNK;INF;Redline Minerals Property Group;MAIN;95
2DECC0A8;6;CON;HPGE;UNK;INF;Redline Minerals Property Group;MAIN;95
2DECC0A8;7;IGN;HPGE;UNK;INF;Redline Minerals Property Group;MAIN;95
2DECC0A8;8;BAS;HPGE;UNK;INF;Redline Minerals Property Group;MAIN;95
2DECC0A8;9;TRC;HPGE;UNK;STA;Redline Minerals Property Group;MAIN;99
2E6FB28A;1;SCH;NPT;UNK;ERA;Carolay Vein;MAIN;22|23|26
2E6FB28A;2;PHL;NPT;UNK;ERA;Carolay Vein;MAIN;22|23|26
2E6FB28A;3;LST;HUNK;UNK;N/A;Carolay Vein;MAIN;23|26
