pdf_hash;mineralization_id;mineralization_style;mineralization_texture;continuity;control_type;ore_minerals;gangue_minerals;target_name;target_role;evidence_pages
1B0CE8FB;2;STK;N/A;NRP;COM;N/A;N/A;La Preciosa;MAIN;47
1B0CE8FB;3;BXH;N/A;NRP;COM;N/A;N/A;La Preciosa;MAIN;47
1B475F9E;1;VEN;OBS;NRP;COM;SPH|GAL|PYR|CPY|ACN|NSV|NAU|TEN|TET|SSLT|ELC|FRB;QTZ|BAR|FLU|CAC|RHO|HEM|MNO|LIM|ADS;La Preciosa;MAIN;46|47|52|53|57
1B475F9E;2;BXH;BRE;NRP;COM;SPH|GAL|PYR|CPY|ACN|NSV|NAU|TEN|TET|SSLT|ELC|FRB;QTZ|BAR|FLU|CAC|RHO|HEM|MNO|LIM|ADS;La Preciosa;MAIN;46|52|53|57
1B475F9E;3;STK;COL;NRP;COM;SPH|GAL|PYR|CPY|ACN|NSV|NAU|TEN|TET|SSLT|ELC|FRB;QTZ|BAR|FLU|CAC|RHO|HEM|MNO|LIM|ADS;La Preciosa;MAIN;52|53|57
1B475F9E;4;N/A;VUG;NRP;COM;N/A;N/A;La Preciosa;MAIN;52
1B475F9E;5;N/A;BOI;NRP;COM;N/A;N/A;La Preciosa;MAIN;57
1B7A92AF;1;VEN;BOI;POD;COM;GAL|TET|FRB|NSV|PLB|STP|PYG|SPH|PYR|POH|ASP|CPY|JAM|PRU;SID|QTZ|CAC|DLM|ANK;Bermingham;MAIN;28|79|80|82|91
1B7A92AF;2;SHM;BRE;POD;COM;GAL|TET|FRB|NSV|PLB|STP|PYG|SPH|PYR|POH|ASP|CPY|JAM|PRU;SID|QTZ|CAC|DLM|ANK;Bermingham;MAIN;77|79|80|81|82|91
1B7A92AF;3;BXH;N/A;POD;COM;GAL|TET|FRB|NSV|PLB|STP|PYG|SPH|PYR|POH|ASP|CPY|JAM|PRU;SID|QTZ|CAC|DLM|ANK;Bermingham;MAIN;79|80|82|91
1B91159D;1;VEN;OBS;PLG;STR;ACN|ELC|SPH|GAL|PYR;QTZ|CAC|ADS|CHD|CLO;Panuco Vein System;MAIN;21|22|23|27|28|32|33
1B91159D;2;VEN;COL;PLG;STR;ACN|ELC|SPH|GAL|PYR;QTZ|CAC|ADS|CHD|CLO;Panuco Vein System;MAIN;21|22|23|27|28|32|33
1B91159D;3;VEN;PSM;PLG;STR;ACN|ELC|SPH|GAL|PYR;QTZ|CAC|ADS|CHD|CLO;Panuco Vein System;MAIN;21|22|23|27|28|32|33
1C09C399;1;REP;PSM;NRP;COM;PYR|POH|GAL|SPH|ACN|CPY|SCE|NAU;CAC|FLU|GAR|PYX;Upper Manto deposit;MAIN;34|38
1C09C399;2;VEN;BRE;NRP;COM;PYR|POH|GAL|SPH|ACN|CPY|SCE|NAU;CAC|FLU|GAR|PYX;Upper Manto deposit;MAIN;34|38
1D66CAA0;1;PLC;N/A;NRP;STG;N/A;CLY;Pedernalillo;MAIN;29|31|32
1C402986;1;DIS;OBS;CNT;COM;SSLT|FRB|BLG|TET|SPH|GAL|CPY;QTZ|PYR|SID|LIM|MNO|CER|SMI|ANG|MLC;Chinchillas;MAIN;40|42
1C402986;2;BXH;VUG;CNT;COM;SSLT|FRB|BLG|TET|SPH|GAL|CPY;QTZ|PYR|SID|LIM|MNO|CER|SMI|ANG|MLC;Chinchillas;MAIN;37|40|42|44
1C402986;3;VEN;N/A;NRP;STR;GAL|SPH;SID|PYR;Chinchillas;MAIN;40|44|46|47
1C402986;4;STK;N/A;NRP;STR;SPH|GAL;SID;Chinchillas;MAIN;46|47
1CAF3C71;1;VEN;OBS;SIN;STR;PRU|PYG|ELC|ACN|PLB|SPH|GAL|CPY|POH|ASP|COV|NSV|NAU;QTZ|CHD|CAC|FLU|PYR|MRC|BAR|ANH|ILL|SME|ADS|ALN;Guitarra;MAIN;46|51|52|58|59|61
1CAF3C71;2;BXH;BRE;SIN;STR;PRU|PYG|ELC|ACN|PLB|SPH|GAL|CPY|POH|ASP|COV|NSV|NAU;QTZ|CHD|CAC|FLU|PYR|MRC|BAR|ANH|ILL|SME|ADS|ALN;Guitarra;MAIN;46|51|52|58|59|61
1CAF3C71;3;SHV;COL;SIN;STR;PRU|PYG|ELC|ACN|PLB|SPH|GAL|CPY|POH|ASP|COV|NSV|NAU;QTZ|CHD|CAC|FLU|PYR|MRC|BAR|ANH|ILL|SME|ADS|ALN;Guitarra;MAIN;46|51|52|58|59|61
1CAF3C71;4;STK;BOI;SIN;STR;PRU|PYG|ELC|ACN|PLB|SPH|GAL|CPY|POH|ASP|COV|NSV|NAU;QTZ|CHD|CAC|FLU|PYR|MRC|BAR|ANH|ILL|SME|ADS|ALN;Guitarra;MAIN;46|51|52|58|59|61
1E379AB8;1;VEN;N/A;NRP;COM;NAU|PYR;QTZ;Dankoe Property;MAIN;16
1DBA200E;1;VEN;OBS;CNT;STR;ACN|PYG|ELC|PYR|SPH|CPY|NAG|GAL|AGL;QTZ|CAC|ADS|SER;San Ignacio;MAIN;63|68|71
1DBA200E;2;STK;COL;CNT;STR;ACN|PYG|ELC|PYR|SPH|CPY|NAG|GAL|AGL;QTZ|CAC|ADS|SER;San Ignacio;MAIN;63|68|71
1DBA200E;3;BXH;VUG;CNT;STR;ACN|PYG|ELC|PYR|SPH|CPY|NAG|GAL|AGL;QTZ|CAC|ADS|SER;San Ignacio;MAIN;63|68|71
1E7D5BF4;1;VEN;OBS;NRP;STR;GAL|SPH|CPY|CGY|NSV;QTZ;Cusi;MAIN;35|36|38|39
1E7D5BF4;2;STK;N/A;NRP;STR;PYR;QTZ;Cusi;MAIN;38|39
1E7D5BF4;3;BXH;N/A;NRP;STR;N/A;N/A;Cusi;MAIN;38
1EAA85D5;1;REP;PSM;NRP;COM;HMM|SMI|GAL;CAC;Sierra Mojada;MAIN;40|41|42|43|44
1EAA85D5;2;BXH;N/A;NRP;COM;N/A;N/A;Sierra Mojada;MAIN;41|43
1EAA85D5;3;DIS;N/A;NRP;COM;N/A;N/A;Sierra Mojada;MAIN;41
1EAA85D5;4;VEN;VUG;NRP;COM;N/A;N/A;Sierra Mojada;MAIN;42|43
1EC25303;1;REP;VUG;NRP;COM;HMM|SMI|GAL;HEM|CAC;Sierra Mojada;MAIN;30|31|32|34|36
1EC25303;2;BXH;N/A;NRP;COM;N/A;N/A;Sierra Mojada;MAIN;30|32
1EC25303;3;DIS;N/A;NRP;COM;N/A;N/A;Sierra Mojada;MAIN;31|36
1EC25303;4;VEN;N/A;NRP;COM;N/A;N/A;Sierra Mojada;MAIN;36
1EB7DB8A;1;MSV;N/A;POD;COM;SPH|GAL;QTZ|CAC;Silvertip;MAIN;37|40|41|44
1EB7DB8A;2;REP;PSM;POD;COM;PYR|POH|SPH|GAL|PYG|PRU|BLG|TET;QTZ|CAC;Silvertip;MAIN;37|40|41|44
1EB7DB8A;3;REP;BRE;POD;COM;PYR|POH|SPH|GAL|PYG|PRU|BLG|TET;QTZ|CAC;Silvertip;MAIN;37|40|41|44
1EC34635;1;REP;N/A;CNT;COM;PYR|SPH|GAL|ACN|CPY|COV|MOL|TET;DLM|CAC|QTZ;Shafter deposit;MAIN;53|58|59|60|63
1EC34635;2;REP;N/A;CNT;COM;ACN|NSV|CGY|COV|CER|ANG|JAR|CSC;QTZ|CAC|GOE|DLM|HMM|WIL|SMI;Shafter deposit;MAIN;53|58|59|60|63
1F54D35B;1;VEN;N/A;POD;STR;PYR|POH|GAL|HEM;QTZ;Magdalena;MAIN;43|44|45
1F54D35B;2;SHM;N/A;POD;STR;PYR|POH|GAL|HEM;QTZ;Magdalena;MAIN;43|44|45|51
20068DFD;1;VEN;SYM;POD;STR;GAL|SPH|PYR|STB|CPY|ACN;QTZ;Margarita;MAIN;33|38|39
1FC287A7;1;VEN;OBS;NRP;STR;GAL|LIM|HEM|SID|CER|SMI|ANG|NAU|SPH|CPY;QTZ|CAC|BAR|FLU|CLO|ADS|GYP;Milagros;MAIN;93|94|113
1FC287A7;2;MSV;N/A;NRP;STR;NAU|GAL|SPH|CPY;QTZ;Milagros;MAIN;113
1FE272B7;1;REP;PSM;NRP;COM;PYR|POH|GAL|SPH|ACN|DIAP;FLU|CAC;Potosi Mine;MAIN;31|38|40|44
22F42F4C;1;REP;N/A;CNT;COM;ACN|GAL|SPH|CGY|PYR|CPY|TET|NSV|COV|CER|ANG;QTZ|CAC|GOE|DLM|HMM|WIL|SMI|MNO|JAR|HEM;Shafter deposit;MAIN;24|26|27
2135519C;1;VEN;VUG;POD;COM;GAL|PYR|CPY|SPH|MOL|TET|ASP|POH|MLC;QTZ|ANK|TUR|SER|CLO|LIM|CAC;Kisgegas Property;MAIN;14|15|19|20|21|22|32|34|35|36|37|38
2135519C;2;STK;N/A;POD;COM;N/A;QTZ;Kisgegas Property;MAIN;15|35
2135519C;3;DIS;N/A;POD;COM;PYR|POH;N/A;Kisgegas Property;MAIN;14
2135519C;4;POD;N/A;POD;COM;PYR|POH;CAC;Kisgegas Property;MAIN;14|19
2302A68F;1;VEN;VUG;POD;COM;ACN|ELC|NAG|PYR|SPH|GAL|CPY;QTZ|ADS|CAC|DLM|FLU|SER;Guanajuato Mine;MAIN;45|47|48|67
2302A68F;2;STK;VUG;POD;COM;ACN|ELC|NAG|PYR|SPH|GAL|CPY;QTZ|ADS|CAC|DLM|FLU|SER;Guanajuato Mine;MAIN;45|47|48|67
2302A68F;3;BXH;VUG;POD;COM;ACN|ELC|NAG|PYR|SPH|GAL|CPY;QTZ|ADS|CAC|DLM|FLU|SER;Guanajuato Mine;MAIN;45|47|48|67
2302A68F;4;VEN;COL;POD;COM;ACN|ELC|NAG|PYR|SPH|GAL|CPY;QTZ|ADS|CAC|DLM|FLU|SER;Guanajuato Mine;MAIN;45|47|48|67
2302A68F;5;STK;COL;POD;COM;ACN|ELC|NAG|PYR|SPH|GAL|CPY;QTZ|ADS|CAC|DLM|FLU|SER;Guanajuato Mine;MAIN;45|47|48|67
2302A68F;6;BXH;COL;POD;COM;ACN|ELC|NAG|PYR|SPH|GAL|CPY;QTZ|ADS|CAC|DLM|FLU|SER;Guanajuato Mine;MAIN;45|47|48|67
22DDFDDF;1;DIS;BRE;CNT;COM;SSLT|FRB|BLG|TET|SPH|GAL|CPY|CER|SMI|ANG|MLC;QTZ|PYR|SID|LIM|MNO;Chinchillas;MAIN;56|58
22DDFDDF;2;BXH;OBS;CNT;COM;SSLT|FRB|BLG|TET|SPH|GAL|CPY|CER|SMI|ANG|MLC;QTZ|PYR|SID|LIM|MNO;Chinchillas;MAIN;56|58|60|62
22DDFDDF;3;VEN;N/A;CNT;COM;SSLT|FRB|BLG|TET|SPH|GAL|CPY|CER|SMI|ANG|MLC;QTZ|PYR|SID|LIM|MNO;Chinchillas;MAIN;56|58
22DDFDDF;4;STK;N/A;CNT;COM;SSLT|FRB|BLG|TET|SPH|GAL|CPY|CER|SMI|ANG|MLC;QTZ|PYR|SID|LIM|MNO;Chinchillas;MAIN;56|58|62
22DDFDDF;5;N/A;N/A;CNT;COM;SSLT|FRB|BLG|TET|SPH|GAL|CPY|CER|SMI|ANG|MLC;QTZ|PYR|SID|LIM|MNO;Chinchillas;MAIN;56|58|61|66
2385F77C;1;VEN;BRE;NRP;STR;SPH|GAL|ACN|CPY|ZNC|GOE|PYR|HEM|MNO|PLA|COV|CHC|ENG|AND2|PLB|GRE;QTZ|CAC|WUL|BAR;San José;MAIN;38|40|41
2385F77C;2;STK;N/A;NRP;STR;SPH|GAL|ACN|CPY|ZNC|GOE|PYR|HEM|MNO|PLA|COV|CHC|ENG|AND2|PLB|GRE;QTZ|CAC|WUL|BAR;San José;MAIN;40
24134C1F;1;VEN;BRE;PLG;STR;ACN|SPH|GAL|NSV|PYR;QTZ|RHO|MNO;Santas Gloria;MAIN;30|32|35|53
24134C1F;2;BXH;OBS;PLG;STR;ACN|SPH|GAL|NSV|PYR;QTZ|RHO|MNO;Santas Gloria;MAIN;30|32|35|53
24134C1F;3;STK;N/A;PLG;STR;N/A;QTZ;Santas Gloria;MAIN;30|40|53
243200CD;1;MSV;FLB;NRP;COM;SPH|GAL|PYR|CPY;N/A;Capire;MAIN;27|28
243200CD;2;DIS;N/A;NRP;COM;SPH|GAL|PYR|CPY;N/A;Capire;MAIN;28
23CFCB82;1;VEN;OBS;CNT;STR;GAL|SPH|CPY|TET|ELC|FRB|ASP|PYR|FEO|NAU|STB|ACN|BOR|CPR|MLC|AZU|CER|ANG|PYG|LIM|GOE|MNO;CAC|QTZ;Velardeña Mines;MAIN;50|52|56|57|58|59
23CFCB82;2;REP;N/A;NRP;STR;N/A;N/A;Velardeña Mines;MAIN;56
23CFCB82;3;STK;N/A;NRP;STR;N/A;N/A;Velardeña Mines;MAIN;56
2443BAA1;1;VEN;OBS;NRP;COM;SPH|GAL|PYR|CPY|NAU;QTZ|FLU|CHD|CAC|MRC;Namiquipa Mine;MAIN;30|32|33
2443BAA1;2;STK;COL;NRP;COM;SPH|GAL|PYR|CPY|NAU;QTZ|FLU|CHD|CAC|MRC;Namiquipa Mine;MAIN;30|31|32|33
2443BAA1;3;VEN;N/A;NRP;COM;CER|ANG|WUL|NSV|CGY;LIM|BAR;Namiquipa Mine;MAIN;32
245BB4C2;1;STK;VUG;NRP;COM;TET|GAL;SID|ANK|QTZ;Nizhny Endybal;MAIN;58|59|60|61
250EFC2A;1;VEN;BRE;NRP;COM;PYR|CPY|GAL|SPH|TET|TEN|BOR|ACN|STM|COV|DIG|NAU;QTZ|CHD|CAC|SID|RHO|HEM|ALB|KSP|TUR|SER|CLO|LIM|MAG;Main Silver King Vein;MAIN;17|18|20|21|22
250EFC2A;2;BXH;BRE;NRP;COM;PYR|CPY|GAL|SPH|TET|TEN|BOR|ACN|STM|COV|DIG|NAU;QTZ|CHD|CAC|SID|RHO|HEM|ALB|KSP|TUR|SER|CLO|LIM|MAG;Main Silver King Vein;MAIN;18|20|21|22
250EFC2A;3;DIS;N/A;NRP;COM;N/A;N/A;Main Silver King Vein;MAIN;18
255F2CFA;1;SHV;N/A;CNT;COM;FRB|MIA|PLB|BOU|AND2|BLG|BIS|SPH;PYR|QTZ|SER;Silver Sand;MAIN;39|40|42|50
255F2CFA;2;STK;N/A;CNT;COM;FRB|MIA|PLB|BOU|AND2|BLG|BIS|SPH;PYR|QTZ|SER;Silver Sand;MAIN;39|40|42|50
255F2CFA;3;VEN;N/A;CNT;COM;FRB|MIA|PLB|BOU|AND2|BLG|BIS|SPH;PYR|QTZ|SER;Silver Sand;MAIN;39|40|42|50
255F2CFA;4;BXH;N/A;CNT;COM;FRB|MIA|PLB|BOU|AND2|BLG|BIS|SPH;PYR|QTZ|SER;Silver Sand;MAIN;39|40|42|50
255F2CFA;5;DIS;N/A;CNT;COM;FRB|MIA|PLB|BOU|AND2|BLG|BIS|SPH;PYR|QTZ|SER;Silver Sand;MAIN;39|40|42|50
288CA85E;1;VEN;COL;NRP;STR;GAL|SPH|CPY|TET|NAU|ASP;QTZ|PYR|SID|BAR|MUS|CIN;Finlandia vein system;MAIN;35|36|37
29072287;1;VEN;VUG;NRP;STR;PYR|FRB|PLB|CPY|SPH|PYG|PRU|GAL|REA|CGY|NSV;QTZ|CAC|ADS|SID|BAR;Silver Reef;MAIN;23|25|26|28
29072287;2;STK;BOI;NRP;STR;PYR|FRB|PLB|CPY|SPH|PYG|PRU|GAL|REA|CGY|NSV;QTZ|CAC|ADS|SID|BAR;Silver Reef;MAIN;21|23|25|26|28
29072287;3;BXH;BRE;NRP;STR;PYR|FRB|PLB|CPY|SPH|PYG|PRU|GAL|REA|CGY|NSV;QTZ|CAC|ADS|SID|BAR;Silver Reef;MAIN;23|25|26
29072287;4;DIS;N/A;NRP;STR;PYR|FRB|PLB|CPY|SPH|PYG|PRU|GAL|REA|CGY|NSV;QTZ|CAC|ADS|SID|BAR;Silver Reef;MAIN;23|25|26|28
288D2C3D;1;VEN;OBS;CNT;COM;NAU|ELC|ACN|PYR;QTZ|CAC|ADS|FLU|BAR;Queen Structure;MAIN;54|55|56
288D2C3D;2;BXH;COL;CNT;COM;NAU|ELC|ACN|PYR;QTZ|CAC|ADS|FLU|BAR;Queen Structure;MAIN;54|55|56
288D2C3D;3;VEN;N/A;CNT;COM;NAU|ELC|ACN|PYR;QTZ|CAC|ADS|FLU|BAR;Queen Structure;MAIN;55|56
2957E15D;1;VEN;OBS;SIN;STR;PYG|NSV|ELC|CPY|GAL|SPH|PYR;QTZ|ADS|CLY;Martha;MAIN;26|27
2957E15D;2;STK;BND;SIN;STR;PYG|NSV|ELC|CPY|GAL|SPH|PYR;QTZ|ADS|CLY;Martha;MAIN;26|27
2957E15D;3;BXH;BRE;SIN;STR;PYG|NSV|ELC|CPY|GAL|SPH|PYR;QTZ|ADS|CLY;Martha;MAIN;26|27
2957E15D;4;SHV;N/A;SIN;STR;PYG|NSV|ELC|CPY|GAL|SPH|PYR;QTZ|ADS|CLY;Martha;MAIN;26
2957E15D;5;VEN;N/A;SIN;STR;NSV|LIM|HEM|JAR|BOL|AZU;CLY;Martha;MAIN;26|27
2928503D;1;DIS;N/A;CNT;COM;NSV|PYR|ACN|CGY|JAR|SPH|GAL|MAG;BAR|QTZ|CAC|JSP|MNO|HEM|ZEO;Waterloo;MAIN;107|108
2928503D;2;VEN;N/A;CNT;COM;NSV|PYR|ACN|CGY|JAR|SPH|GAL|MAG;BAR|QTZ|CAC|JSP|MNO|HEM|ZEO;Waterloo;MAIN;107|108
2928503D;3;REP;N/A;CNT;COM;NSV|PYR|ACN|CGY|JAR|SPH|GAL|MAG;BAR|QTZ|CAC|JSP|MNO|HEM|ZEO;Waterloo;MAIN;107|108
299A33E1;1;VEN;OBS;CNT;STR;SPH|GAL|TET|CPY|JAM|SSLT;QTZ|BAR|PYR|CAC;Pulacayo;MAIN;56|57|58|61
299A33E1;2;STK;VUG;CNT;STR;SPH|GAL|TET|CPY|JAM|SSLT;QTZ|BAR|PYR|CAC;Pulacayo;MAIN;56|57|58|61
299A33E1;3;DIS;BND;CNT;STR;SPH|GAL|TET|CPY|JAM|SSLT;QTZ|BAR|PYR|CAC;Pulacayo;MAIN;56|57|58|61
299A33E1;4;REP;N/A;CNT;STR;SPH|GAL|TET|CPY|JAM|SSLT;QTZ|BAR|PYR|CAC;Pulacayo;MAIN;57|58|61
29C562B1;1;VEN;OBS;POD;STR;ACN|ELC|PYG|PLB|NAG|NSV|NAU|AGL|PYR|GAL|SPH|CPY;QTZ|ADS|CAC;El Cubo;MAIN;51|53|54
29C562B1;2;STK;N/A;POD;STR;N/A;N/A;El Cubo;MAIN;51
29C562B1;3;DIS;N/A;POD;STR;N/A;N/A;El Cubo;MAIN;51
29C562B1;4;BXH;N/A;POD;STR;N/A;N/A;El Cubo;MAIN;51|54
29C562B1;5;POD;N/A;POD;STR;N/A;N/A;El Cubo;MAIN;54
2A5B7D32;1;VEN;BRE;NRP;COM;ACN|ENG|PYG|GAL|JAM;QTZ;Escondida;MAIN;23|26|28|32
2A816F9A;1;VEN;BRE;NRP;STR;GAL|SPH|SSLT;SID|QTZ;Vertikalny;MAIN;69|71
2A816F9A;2;BXH;BRE;NRP;STR;GAL|SPH|SSLT;SID|QTZ;Vertikalny;MAIN;71
2AE97DC0;1;VEN;OBS;NRP;STR;PYR|SPH|GAL|CPY;QTZ|CHD|CAC;Veta Grande Vein System;MAIN;41|42
2AE97DC0;2;VEN;COL;NRP;STR;PYR|SPH|GAL|CPY;QTZ|CHD|CAC;Veta Grande Vein System;MAIN;41|42
2AE97DC0;3;VEN;BRE;NRP;STR;PYR|SPH|GAL|CPY;QTZ|CHD|CAC;Veta Grande Vein System;MAIN;41|42
2C99F92A;1;REP;PSM;POD;COM;PYR|CPY|MOL|GAL|SPH|BOR;GAR|PYX|WOL|EPD|CLO|CAC|QTZ|KSP|AMPH;Cerro Las Minitas;MAIN;42|43|46|47|48|49|51|52
2C99F92A;2;MSV;BRE;CNT;COM;PYR|CPY|MOL|GAL|SPH|BOR;GAR|PYX|WOL|EPD|CLO|CAC|QTZ|KSP|AMPH;Cerro Las Minitas;MAIN;45|46|47|48|49|51|52
2C99F92A;3;DIS;N/A;NRP;COM;PYR|CPY|MOL|GAL|SPH;GAR|PYX|WOL|EPD|CLO|CAC|QTZ|KSP|AMPH;Cerro Las Minitas;MAIN;47|48|49|51|52
2C99F92A;4;VEN;N/A;NRP;COM;PYR|CPY|MOL;CLO|EPD|CAC|QTZ;Cerro Las Minitas;MAIN;47|48|49
2D1193C8;1;DIS;N/A;CNT;STR;SPH|NSV|ACN|NAU|CPY|PYR|GAL|PRU;SID|QTZ|CLO|CLD|SER|ILL|RHO;Abcourt-Barvue;MAIN;22|24|26
2CCA379B;1;BXH;OBS;NRP;STR;PYR|GAL|SPH|CPY|FRB|ACN|STM|BOR|TET|TEN|COV|CHC|MLC|AZU;QTZ|CAC|HEM|ADS|CLO|BAR;Catarina;MAIN;51|60|62
2CCA379B;2;VEN;OBS;NRP;STR;PYR|GAL|SPH|CPY|FRB|ACN|STM|BOR|TET|TEN|COV|CHC|MLC|AZU;QTZ|CAC|HEM|ADS|CLO|BAR;Catarina;MAIN;51|60|62
2CCA379B;3;STK;OBS;NRP;STR;PYR|GAL|SPH|CPY|FRB|ACN|STM|BOR|TET|TEN|COV|CHC|MLC|AZU;QTZ|CAC|HEM|ADS|CLO|BAR;Catarina;MAIN;51|60|62
2CA4F9B9;1;VEN;COL;NRP;STR;GAL|SPH|CPY|ACN;QTZ|CHD|FLU|HEM|CLO|CAC|PYR;El Horcon;MAIN;18|23
2CA4F9B9;2;VEN;BRE;NRP;STR;GAL|SPH|CPY|ACN;QTZ|CHD|FLU|HEM|CLO|CAC|PYR;El Horcon;MAIN;18|23
2CA4F9B9;3;VEN;PSM;NRP;STR;GAL|SPH|CPY|ACN;QTZ|CHD|FLU|HEM|CLO|CAC|PYR;El Horcon;MAIN;18|23
2CA4F9B9;4;VEN;OBS;NRP;STR;GAL|SPH|CPY|ACN;QTZ|CHD|FLU|HEM|CLO|CAC|PYR;El Horcon;MAIN;18|23
2D284444;1;VEN;BRE;NRP;STR;GAL|SPH|PYR|NSV|SSLT;QTZ|CAC|BAR|RHO;La Colorada;MAIN;19|20|21
2D284444;2;REP;N/A;NRP;COM;GAL|SPH;QTZ|CAC|FSPU|PYX|GAR;La Colorada;MAIN;20|21|22
2D284444;3;BXH;N/A;NRP;STR;N/A;N/A;La Colorada;MAIN;20|21|22
2DCA987B;1;REP;COL;NRP;COM;ALA|GAL|SPH|PYR|CPY|SSLT|MNO|WIL|HMM|SMI|ACN|CGY|JAR|PYM|ANG|CER|NSV;RDN|RHO|QTZ|JSP|ADS|CAC|WOL|CLY;Hardshell;MAIN;40|42|43|44
2DCA987B;2;STK;COL;NRP;COM;ALA|GAL|SPH|PYR|CPY|SSLT|MNO|WIL|HMM|SMI|ACN|CGY|JAR|PYM|ANG|CER|NSV;RDN|RHO|QTZ|JSP|ADS|CAC|WOL|CLY;Hardshell;MAIN;40|42|43|44
2DE24955;1;STK;N/A;NRP;STR;CPY|MOL|PYR;QTZ;Rainbow Block;MAIN;38|40
2DE24955;2;VEN;BND;CNT;STR;NSV|ACN|PRU|TEN|SPH|GAL|CPY|NAU|ELC|PYR|ENG|CHC|BOR;QTZ|RHO|RDN;Rainbow Block;MAIN;40|42|43
2DE24955;3;MSV;N/A;NRP;N/A;N/A;N/A;Rainbow Block;MAIN;42
2DE24955;4;BXH;N/A;NRP;N/A;N/A;N/A;Rainbow Block;MAIN;42
2DE24955;5;DIS;N/A;NRP;N/A;N/A;N/A;Rainbow Block;MAIN;42
2DE24955;6;POD;N/A;NRP;N/A;N/A;N/A;Rainbow Block;MAIN;42
2DECC0A8;1;VEN;OBS;POD;STR;NAU|CGY|CER|ANG|MLC|AZU|NSV|CHC|SMI|HMM|PYR|CPY|BOR|TET|ACN|GAL|SPH|TELL;QTZ|MNO|CAC|BAR;Redline Minerals Property Group;MAIN;83|94|98|99|101|104|111
2DECC0A8;2;POD;BRE;POD;STR;NAU|CGY|CER|ANG|MLC|AZU|NSV|CHC|SMI|HMM|PYR|CPY|BOR|TET|ACN|GAL|SPH|TELL;QTZ|MNO|CAC|BAR;Redline Minerals Property Group;MAIN;94|98|104|111
2E6FB28A;1;VEN;FLB;POD;COM;GAL|SPH|PYR|ASP|POH|TELL;LIM|GOE|HEM|QTZ;Carolay Vein;MAIN;23|26|27
2E6FB28A;2;SHM;FLB;POD;COM;GAL|SPH|PYR|ASP|POH|TELL;LIM|GOE|HEM|QTZ;Carolay Vein;MAIN;23|26|27
2E8E7490;1;DIS;VUG;NRP;COM;PYR|SPH|POH|GAL|CPY|ASP|STB|TET|MRC|FRB|ACN|CGY|NSV|NAU;QTZ|CAC|CLO|BAR|FLU|SID|TUR;Pitarrilla;MAIN;70|72|76|82|83|84|87|88
2E8E7490;2;VEN;N/A;NRP;COM;PYR|SPH|POH|GAL|CPY|ASP|STB|TET|MRC|FRB;QTZ|CAC|CLO;Pitarrilla;MAIN;70|72|82|83|88
2E8E7490;3;REP;N/A;NRP;COM;POH|SPH|PYR|MRC|CPY|GAL;N/A;Pitarrilla;MAIN;70|82|88
2E8E7490;4;MSV;N/A;NRP;COM;PYR|CPY|SPH|POH|GAL|ASP|TET;QTZ|CAC;Pitarrilla;MAIN;72|82
2E8E7490;5;STK;N/A;NRP;COM;PYR|SPH|GAL|ASP|POH|STB|TET;QTZ|CAC|CLO;Pitarrilla;MAIN;82
2E8E7490;6;BXH;N/A;NRP;COM;N/A;N/A;Pitarrilla;MAIN;83
2F3A6A54;1;VEN;N/A;NRP;COM;PYR|NAU|ELC|ACN|NSV|GAL|SPH|CPY;QTZ;Clemens-El Muerto;MAIN;22|26|27
2F159771;1;BXH;BRE;NRP;STR;CGY|NSV|NAU|GAL|SPH|CPY|ACN;QTZ|BAR|CAC|CLY|SER|FLU|CHD|PYR;Lolon Vein;MAIN;11|12|36|38|39
2F159771;2;VEN;BRE;NRP;STR;CGY|NSV|NAU|GAL|SPH|CPY|ACN;QTZ|BAR|CAC|CLY|SER|FLU|CHD|PYR;Lolon Vein;MAIN;11|12|36|38|39
2F159771;3;STK;BRE;NRP;STR;CGY|NSV|NAU|GAL|SPH|CPY|ACN;QTZ|BAR|CAC|CLY|SER|FLU|CHD|PYR;Lolon Vein;MAIN;11|12|36|38|39
2FF65738;1;VEN;OBS;NRP;STR;GAL|ACN|SSLT|SPH|PYR|ASP|CER|SMI;FEO|CAC|ANK|QTZ|SID;Evolución Project;MAIN;36|41|42|43|44
2FF65738;2;STK;OBS;NRP;STR;GAL|ACN|SSLT|SPH|PYR|ASP|CER|SMI;FEO|CAC|ANK|QTZ|SID;Evolución Project;MAIN;36|41|42|43|44
2F9972B3;1;VEN;OBS;NRP;STR;PYR|GAL|CPY|SPH|SSLT|MLC|CGY;QTZ|CAC;Santa Edwiges;MAIN;31|32|33
2F9972B3;2;VEN;PSM;NRP;STR;PYR|GAL|CPY|SPH|SSLT|MLC|CGY;QTZ|CAC;Santa Edwiges;MAIN;33
301B741C;1;VEN;N/A;NRP;STR;SPH|TET|CPY|GAL|CST|COV|BOR;QTZ|PYR|MRC|BAR;San Vicente;MAIN;21|22|23
301B741C;2;DIS;N/A;NRP;STR;SPH|TET|CPY|GAL|CST|COV|BOR;QTZ|PYR|MRC|BAR;San Vicente;MAIN;22
301B741C;3;REP;N/A;NRP;STR;SPH|TET|CPY|GAL|CST|COV|BOR;QTZ|PYR|MRC|BAR;San Vicente;MAIN;22|23
301B741C;4;BXH;N/A;NRP;STR;SPH|TET|CPY|GAL|CST|COV|BOR;QTZ|PYR|MRC|BAR;San Vicente;MAIN;22|23
