pdf_hash;vein_id;vein_type;target_name;target_role;evidence_pages
9E63EDF1;1;QSF;Tabakoroni;MAIN;21|22|23
9E63EDF1;2;QCC;Tabakoroni;MAIN;21|22
9EA19217;1;QCC;Zone IV;MAIN;18|19
9E9AA1A1;1;QSF;Nabanga;MAIN;32|36
9EA5792D;1;QCC;Golden Saddle;MAIN;61
9EFF9BAB;1;QCC;Piaba;MAIN;75|78
9F00DF8F;1;QSF;Pinson deposit;MAIN;54
9F0870DD;1;AUR;Kavola East;MAIN;18|24
9F5BEAE5;1;QSF;Batman deposit;MAIN;85
9F7B5CE1;1;QSF;Samira Hill;MAIN;20
9FDF7843;1;QCC;Esaase;MAIN;36
9FDF7843;2;QSF;Esaase;MAIN;36
9FDF7843;3;CAV;Esaase;MAIN;36
9FDF7843;4;EXT;Esaase;MAIN;36
A02BED1A;1;QSF;Leprechaun gold deposit;MAIN;45|47|48
9FA9D5C1;1;QSF;Enchi Gold Project;MAIN;63
9FA9D5C1;2;MUL;Enchi Gold Project;MAIN;58|64
9FA9D5C1;3;QCC;Enchi Gold Project;MAIN;66|70
9FA9D5C1;4;AUR;Enchi Gold Project;MAIN;68|71
A14456D4;1;QSF;Uncle Sam;MAIN;28
A14456D4;2;QCC;Uncle Sam;MAIN;29
A15D5349;1;QCC;Côté Gold deposit;MAIN;98
A15D5349;2;SHV;Côté Gold deposit;MAIN;92|98
A036F348;1;SHV;Brewery Creek Reserve Trend;MAIN;64|66|69
A036F348;2;QSF;Brewery Creek Reserve Trend;MAIN;66|70
A036F348;3;QCC;Brewery Creek Reserve Trend;MAIN;69
A1F3946B;1;QTU;Ollier Workings;MAIN;33
A22B8198;1;QCC;Nampala;MAIN;26
A18155F4;1;SHV;Rice Lake Mine;MAIN;25
A18155F4;2;EXT;Rice Lake Mine;MAIN;25
A296B63E;1;QSF;El Castillo;MAIN;51
A296B63E;2;QCC;El Castillo;MAIN;51
A286EBB1;1;CAV;Helen Zone;MAIN;45
A29A9527;1;QCC;Higginsville Gold Operations;MAIN;64|65
A29A9527;2;EXT;Higginsville Gold Operations;MAIN;64|65
A2DDC81F;1;QSF;Sela Creek;MAIN;33|49
A2DE93E8;1;QCC;Resenor Zone;MAIN;12|13
A2DE93E8;2;QSF;Resenor Zone;MAIN;14
A2E50205;1;QCC;Beattie;MAIN;32|33|38
A2F23AD6;1;MUL;Central Deposit;MAIN;71
A2F23AD6;2;QCC;Central Deposit;MAIN;73
A31EFA0D;1;QCC;Duparquet deposit;MAIN;38
A31EFA0D;2;MUL;Duparquet deposit;MAIN;39
A3329256;1;QSF;Kiouène;MAIN;41|42
A33EB979;1;AUR;Madsen;MAIN;62
A34636C2;1;QAD;Muir's Project;MAIN;18|19|21|23|24
A34636C2;2;MUL;Muir's Project;MAIN;24|39
A35963CA;1;QTU;Lac Herbin;MAIN;25|27
A3769907;1;QSF;North Lake deposit;MAIN;57
A3769907;2;MUL;North Lake deposit;MAIN;59
A37F9586;1;QCC;East and West zones;MAIN;28|36
A3F4D1FD;1;QCC;Beaufor;MAIN;22
A3ABD07B;1;QAD;Castle Zone;MAIN;41
A3D0537B;1;QSF;Borubai;MAIN;42
A48808D5;1;SHV;Salman Trend;MAIN;56
A48808D5;2;EXT;Salman Trend;MAIN;56
A48808D5;3;QCC;Salman Trend;MAIN;56
A4777FAE;1;QSF;Enchi Gold Project;MAIN;62
A4777FAE;2;QCC;Enchi Gold Project;MAIN;65|69
A497133B;1;AUR;Canadian Malartic;MAIN;77
A4F88886;1;QSF;Maud Creek;MAIN;84
A5EFF2AE;1;QCC;Dachang Main Zone (DMZ);MAIN;25|32|33
A5EFF2AE;2;QSF;Dachang Main Zone (DMZ);MAIN;28
A58D5997;1;QSF;Cosmo Deeps;MAIN;68
A5071C58;1;QSF;Bell Creek Complex;MAIN;44|45
A5F94713;1;QCC;JB Zone;MAIN;32|33|35
A64511D8;1;QCC;Fosterville;MAIN;30
A63A6604;1;QCC;Monique;MAIN;110
A68B3368;1;SHV;Mankarga;MAIN;67|69
A69743AE;1;QFV;Segilola;MAIN;24
A69743AE;2;EXT;Segilola;MAIN;24
A694BDFA;1;QCC;Magino Mine;MAIN;66|67|72|73
A694BDFA;2;QTU;Magino Mine;MAIN;69
A6CD78DF;1;QCC;Beattie-Donchester;MAIN;26|27|28
A70C3763;1;AUR;Wona;MAIN;16
A6FEEE1C;1;QCC;A-Zone;MAIN;70|71
A71201AB;1;SKV;Mesquite Mine;MAIN;40
A71201AB;2;QAD;Mesquite Mine;MAIN;37|40
A71201AB;3;QCC;Mesquite Mine;MAIN;37|40
A785C4B0;1;QCC;Namdini;MAIN;83|87
A7E54DAA;1;QCC;West Branch;MAIN;48|53|57|58
A7E54DAA;2;EXT;West Branch;MAIN;53|58
A7A69ABF;1;QSF;Brewery Creek;MAIN;61|63
A7A69ABF;2;QCC;Brewery Creek;MAIN;64
A81BA610;1;QCC;Antenna;MAIN;90
A8489E1D;1;QCC;Kao;MAIN;66
A8956D7D;1;QCC;Esaase;MAIN;33
A866A0A0;1;QSF;Pereira Velho;MAIN;41|44
A8676C2E;1;QSF;Elder;MAIN;24|27
A944AF32;1;SHV;Taurus;MAIN;52|53
A944AF32;2;EXT;Taurus;MAIN;52|53
A944AF32;3;FLT;Taurus;MAIN;52
A944AF32;4;QCC;Taurus;MAIN;52|53
A8AA18B4;1;QSF;Tres Cruces;MAIN;41|49|51|53
A8A85A51;1;QSF;Fenelon;MAIN;101
A8A85A51;2;AUR;Fenelon;MAIN;101
A99881E7;1;QCC;Cariboo Gold Project;MAIN;107
A99881E7;2;EXT;Cariboo Gold Project;MAIN;108
A99881E7;3;SHV;Cariboo Gold Project;MAIN;108|112
A9B960E7;1;MUL;Serra Alta;MAIN;89|90|93
A9B960E7;2;QSF;Serra Alta;MAIN;89|93
AA2DF1BA;1;QCC;Borborema;MAIN;87
AAA822C0;1;QSF;Kiniero;MAIN;45
AAA822C0;2;SHV;Kiniero;MAIN;45
AAC7B60B;1;QSF;Anoki;MAIN;20
AAEDC527;1;QCC;Salerno Zone;MAIN;20|22
AB663345;1;QSF;Haile;MAIN;45
AB805834;1;QSF;Sugar Zone;MAIN;14|16
AB8E030E;1;QSF;Dead Mouse grid;MAIN;12|13|14
AB8E030E;2;MUL;Sous-Marin grid;MAIN;13|15
AB7CE6D2;1;QSF;Cuiú Cuiú;MAIN;50
AB7CE6D2;2;QCC;Cuiú Cuiú;MAIN;50|63
ABB43E78;1;QCC;Inata;MAIN;62
ABB43E78;2;QFV;Inata;MAIN;62
AB9F47AF;1;QCC;Obuasi Gold Project;MAIN;43|44
ABE25893;1;QAD;Jabali;MAIN;26|27|28
ABB86238;1;QSF;Nixon Fork;MAIN;48|49
ABE56CFC;1;QSF;Otjikoto gold deposit;MAIN;19|21
ABDD77E6;1;QCC;Larder Lake Property;MAIN;37
ABF2E182;1;QSF;Main Zone;MAIN;40
AC02949D;1;QSF;Enterprise;MAIN;84
AC02949D;2;SHV;Enterprise;MAIN;84
AC00A43A;1;QCC;Magino mine;MAIN;46|49
AC00A43A;2;QTU;Magino mine;MAIN;51
AC3D4582;1;QCC;Zone F17;MAIN;35
AC3D4582;2;QCC;Zone F51;MAIN;35
AC490391;1;QCC;Hasenfuss Gold Zone;MAIN;42
AC917C42;1;QSF;Starlight;MAIN;70
ACB24D44;1;QCC;Marban;MAIN;69
ACB8940A;1;QSF;Island Gold;MAIN;27
ACB8940A;2;AUR;Island Gold;MAIN;27
ACB8940A;3;QCC;Island Gold;MAIN;27
ACFE6332;1;QSF;Last Hope Deposit;MAIN;27
ACC7C364;1;QCC;Kimoukro Project;MAIN;49|51
ACC7C364;2;SHV;Kimoukro Project;MAIN;64
AD2CE3B1;1;SHV;Kobada;MAIN;32|33
AD2CE3B1;2;EXT;Kobada;MAIN;32|33
AD2CE3B1;3;QCC;Kobada;MAIN;34|35
ADC33B96;1;QSF;Pitt Gold;MAIN;45
ADA8A633;1;QCC;Rory's Knoll;MAIN;60|61|69
ADBC9C6C;1;QCC;Fornieri Bay;MAIN;18
ADBC9C6C;2;EXT;Fornieri Bay;MAIN;18
AE0BFC85;1;QSF;Discovery Zone;MAIN;71|74
AE0BFC85;2;SHV;Discovery Zone;MAIN;73
AE3059BE;1;QCC;Granada;MAIN;68|77
AE5E32AD;1;QCC;Kensington;MAIN;44|47
AE86B644;1;QSF;Buckreef;MAIN;27
AE6C2453;1;QCC;Bombore Gold Project;MAIN;82|87
AEC48455;1;AUR;M2 trend;MAIN;48|54
AEBA6A8C;1;QCC;Golden Highway Project;MAIN;49|50
AEBA6A8C;2;QFV;Golden Highway Project;MAIN;50
AEBA6A8C;3;EXT;Golden Highway Project;MAIN;50
AEBA6A8C;4;SHV;Golden Highway Project;MAIN;50
AF0C2B30;1;QCC;Eleonore;MAIN;51
AF0C2B30;2;QSF;Eleonore;MAIN;51|70
AF0C2B30;3;SHV;Eleonore;MAIN;53
AEF2B8AA;1;QCC;Tower Gold Project;MAIN;60|62|63|64|65|68|70
AEF2B8AA;2;EXT;Tower Gold Project;MAIN;62|63|64|69|70
AF2B8C9B;1;SHV;Puffy Lake;MAIN;66
AF2B8C9B;2;QSF;Puffy Lake;MAIN;59
AF362E82;1;QCC;Marban;MAIN;69
AF30E6EF;1;QCC;325-Megane Zone;MAIN;85
AF8C01B6;1;QSF;Paiol;MAIN;60
AF8C3415;1;QSF;G1N;MAIN;25
AFB48894;1;AUR;Sissingue;MAIN;39
AFB48894;2;QCC;Sissingue;MAIN;39
AFD8D6E4;1;QCC;Duport deposit;MAIN;55|56
AFD1AEE8;1;QSF;Bomboré;MAIN;68|71
AFD1AEE8;2;QCC;Bomboré;MAIN;68|71
B0445BA1;1;QSF;Ludevelo Prospect;MAIN;17
B0461EAC;1;QSF;Elder;MAIN;26
B0461EAC;2;QFV;Elder;MAIN;27
B0727ABA;1;QSF;Nabanga;MAIN;44
B0448DDE;1;EXT;Parbec;MAIN;29
B0448DDE;2;AUR;Parbec;MAIN;32|33
B057C26D;1;QSF;Karankasso Deposits;MAIN;24|26|27
B0A1C299;1;QSF;Côté;MAIN;107
B0A1C299;2;QCC;Côté;MAIN;112
B0B1AC4F;1;QSF;Chimo Mine;MAIN;39|40
B0B1AC4F;2;QCC;Chimo Mine;MAIN;44
B0A54871;1;QCC;Goose Site;MAIN;73|74
B0E768ED;1;QCC;EMZ deposit;MAIN;54|60|65
B0E768ED;2;SHV;EMZ deposit;MAIN;58|65
B0E768ED;3;EXT;EMZ deposit;MAIN;58|65|66
B0E768ED;4;QSF;EMZ deposit;MAIN;60
B0FA67DF;1;SHV;Beaver Dam;MAIN;25
B0FA67DF;2;QSF;Beaver Dam;MAIN;26
B0FA67DF;3;EXT;Beaver Dam;MAIN;26
B10AFF42;1;AUR;Hansen Showing;MAIN;39|41|43
B109A2AD;1;QCC;Surselva;MAIN;42
B109A2AD;2;QSF;Surselva;MAIN;42|52
B120C61F;1;MUL;Pilar;MAIN;88
B14BD2DA;1;EXT;Coringa;MAIN;65
B14BD2DA;2;FLT;Coringa;MAIN;65
B14BD2DA;3;SHV;Coringa;MAIN;65
B14BD2DA;4;QSF;Coringa;MAIN;69
B167925F;1;QSF;Côté;MAIN;110
B1A42887;1;QCC;Fosterville;MAIN;37|40
B1A42887;2;SHV;Fosterville;MAIN;37|44
B1A42887;3;EXT;Fosterville;MAIN;42|51
B1CFD5EC;1;QSF;Buffalo Reef;MAIN;25|26
B1CFD5EC;2;QCC;Buffalo Reef;MAIN;24
B1CFD5EC;3;SHV;Buffalo Reef;MAIN;25|26
B1F14489;1;QSF;Berezitovy;MAIN;49|52
B23BB8C3;1;QSF;Twangiza Main;MAIN;31|32
B21D23C3;1;QSF;Pepas;MAIN;101
B2779983;1;QAD;Mesquite Mine;MAIN;56
B2779983;2;QCC;Mesquite Mine;MAIN;56
B27CAB04;1;QCC;New Britannia Mine;MAIN;64
B2D7C395;1;QSF;São Jorge;MAIN;30|34
B28457DE;1;QCC;Beattie-Donchester;MAIN;21|22
B28457DE;2;MUL;Beattie-Donchester;MAIN;23
B2EBD0B7;1;QCC;Zone Ouest;MAIN;25|26
B284AA97;1;SBV;Pan;MAIN;52|57|58
B284AA97;2;AUR;Pan;MAIN;50
B334D4CC;1;SKV;Wallaby;MAIN;37
B334D4CC;2;CAV;Wallaby;MAIN;37
B334D4CC;3;SHV;Wallaby;MAIN;37
B334D4CC;5;EXT;Wallaby;MAIN;37
B334D4CC;6;QCC;Wallaby;MAIN;38
B34DF577;1;QCC;Lamarche prospect;MAIN;61
B34DF577;2;QSF;Lamarche prospect;MAIN;66
B34716A2;1;AUR;Tucano;MAIN;65|67
B36B1AFC;1;QCC;Yellowjacket Zone;MAIN;23|27|28|33
B3B71F20;1;QFV;Barry deposit;MAIN;75|81
B3B71F20;2;QCC;Barry deposit;MAIN;75
B3B71F20;3;EXT;Barry deposit;MAIN;75
B40E15DD;1;QSF;Sugar Zone;MAIN;65
B4469060;1;AUR;Roça Grande;MAIN;62
B47C5F48;1;QCC;Miminiska Property;MAIN;54|57
B4E144C0;1;QCC;Packsack-CUPP Vein System;MAIN;61
B4E144C0;2;QSF;Packsack-CUPP Vein System;MAIN;59|61|62
B4E36595;1;SHV;Butiá Prospect;MAIN;62|63
B512043C;1;QCC;Bellechasse-Timmins;MAIN;48|52|54|56
B5311437;1;AUR;Three Bluffs;MAIN;44|45
B5761C32;1;QCC;Cow Mountain;MAIN;28
B597DBA0;1;QCC;KCD Trend;MAIN;75
B597DBA0;2;QSF;KCD Trend;MAIN;63
B5C13869;1;QSF;Karenda-Murehe;MAIN;21|25|26
B59C8CDE;1;QCC;Galat Sufar South (GSS);MAIN;59
B6331EBD;1;QSF;São Jorge;MAIN;50|52
B6331EBD;2;QCC;São Jorge;MAIN;50
B645E047;1;MUL;Galat Sufar South;MAIN;39
B6AE081D;1;QCC;Nivré;MAIN;73|74
B71D484D;1;QSF;Sleeping Giant Mine;MAIN;16
B72958B4;1;QSF;Blackjack Zone;MAIN;37|41
B6C15F1E;1;QSF;Hasaga Property;MAIN;42|44
B6C15F1E;2;QCC;Hasaga Property;MAIN;47
B6C15F1E;3;QTU;Hasaga Property;MAIN;44
B74230FB;1;AUR;Fayunkuang;MAIN;17|18
B737EAFE;1;QCC;Fenelon deposit;MAIN;76
B737EAFE;2;QSF;Fenelon deposit;MAIN;84|85
B79F4D5C;1;AUR;Songjiagou;MAIN;8|55|59
B7C3BB3E;1;QSF;Ikkari;MAIN;35
B7C3BB3E;2;QCC;Ikkari;MAIN;40
B8954892;1;SBV;Ladolam Deposit;MAIN;29
B8DAFEB7;1;QSF;Baomahun;MAIN;20
B82BC835;1;SHV;Brewery Creek Project;MAIN;64|66|69
B82BC835;2;QSF;Brewery Creek Project;MAIN;62|66|69|70
B82BC835;3;QCC;Brewery Creek Project;MAIN;69
B8FDCDBB;1;AUR;Kiaka Main Zone (KMZ);MAIN;21|25
B90C9139;1;QCC;Garrcon Deposit;MAIN;62|63
B9360098;1;QSF;Maria Bonita;MAIN;33|39
B9360098;2;QFV;Maria Bonita;MAIN;33
B97AE5D3;1;QSF;Haputilik shear zone;MAIN;25|31
B97AE5D3;2;QCC;Haputilik shear zone;MAIN;24
B9E51129;1;QCC;Thunder Creek;MAIN;36|48|50|52
B9E51129;2;QSF;Thunder Creek;MAIN;48
B9E74A56;1;QSF;Kunche;MAIN;55
BA07D9A3;1;QSF;Tartan Lake Gold Deposit;MAIN;53|55
BA07D9A3;2;QCC;Tartan Lake Gold Deposit;MAIN;53|56
BA25F17F;1;QSF;Island Gold Mine;MAIN;42
BA25F17F;2;SHV;Island Gold Mine;MAIN;42
BA25F17F;3;QCC;Island Gold Mine;MAIN;42
BA25F17F;4;EXT;Island Gold Mine;MAIN;42
BA3EA4BF;1;QSF;Turmalina deposit;MAIN;76
BA699B5E;1;QSF;Edikan Gold Deposits;MAIN;54|56|57
BA699B5E;2;QCC;Edikan Gold Deposits;MAIN;56
BA699B5E;3;SHV;Nkosuo;MAIN;59
BA78CC5C;1;AUR;Machado Project;MAIN;34|35
BAF925F5;1;AUR;Yup River;MAIN;13
BAE54749;1;SHV;Seabee;MAIN;31
BB20E870;1;QSF;Bibiani;MAIN;31
BB07643E;1;QSF;Az Zone;MAIN;50
BB07643E;2;QCC;Az Zone;MAIN;50
BB0A1FDB;1;QSF;Blanket Mine;MAIN;44
BB61CF6C;1;QSF;Buckreef Prospect;MAIN;42
BB54CCFF;1;QSF;Pilar;MAIN;88
BB54CCFF;2;EXT;Pilar;MAIN;88
BBD4160D;1;QCC;Esaase Project;MAIN;37
BBD4160D;2;QSF;Esaase Project;MAIN;37
BB800A73;1;QSF;Mazoa Hill;MAIN;40
BC6B4EAF;1;AUR;Cléopâtre showing;MAIN;13
BBF7A9A5;1;QCC;Mankarga 5;MAIN;42
BC8D1F34;1;QCC;5 Zone;MAIN;55|56
BC91902F;1;QSF;São Francisco;MAIN;41|42
BCB7A348;1;AUR;Yup River Area;MAIN;11|13
BCDBB437;1;QSF;New Liberty;MAIN;8|37
BCF11E6D;1;QCC;Bombore;MAIN;63|68
BD1E509D;1;QCC;Granada;MAIN;46
BD57FDE1;1;QCC;Hammond Reef;MAIN;11|41|44
BD65CEC3;1;QSF;Nyamakwenge;MAIN;65|99|103
BD8653CE;1;QSF;Ollachea;MAIN;54
BDB6688C;1;QSF;Fair Bride;MAIN;13|37
BD9051AE;1;QFV;Antenna;MAIN;59|72
BDCCD1E2;1;SHV;LP Zone;MAIN;91|96|99
BDB99643;1;QCC;Magino;MAIN;55|58
BDB99643;2;QTU;Magino;MAIN;61
BDE46F76;1;QAD;Midway;MAIN;28|33
BDE3CFA2;1;QCC;Goldboro Deposit;MAIN;14|59
BDDB9C5A;1;QCC;Appleton Fault Zone Mineralized Envelope;MAIN;79
BDDB9C5A;2;MUL;Appleton Fault Zone Mineralized Envelope;MAIN;79
BE5D51CB;1;QCC;Namdini;MAIN;18
BF549C0A;1;QSF;Piment Zone;MAIN;52|53
BF549C0A;2;QCC;Piment Zone;MAIN;56
BE698931;1;QCC;Central Deposit;MAIN;102
BE698931;2;QSF;Central Deposit;MAIN;102
BF8AF30F;1;MUL;North Bullion;MAIN;72
BFC3FB35;1;QTU;San Francisco;MAIN;75
BFC3FB35;2;QFV;San Francisco;MAIN;71
BFCD3766;1;QSF;Ludevelo;MAIN;14|17
BFCB44FB;1;QSF;Siwash North;MAIN;32|34
C0363DD0;1;QCC;Fenn-Gib Deposit;MAIN;77
C0739ED0;1;AUR;Boyd's Dam;MAIN;49|51
C0739ED0;2;SHV;Boyd's Dam;MAIN;50
C0739ED0;3;EXT;Boyd's Dam;MAIN;50
C0BF2AE2;1;QCC;Bishop's Break;MAIN;21
C0C0F83C;1;QCC;Buckreef Deposit;MAIN;92
C0C0F83C;2;AUR;Buckreef Deposit;MAIN;74|90
C11F39B2;1;QCC;New Alger;MAIN;40
C0D2D3EE;1;QSF;Sidikila;MAIN;46|47
C16CE521;1;SHV;Kiena Deep A Zone;MAIN;101
C16CE521;2;QCC;Kiena Deep A Zone;MAIN;101
C1BB00D4;1;AUR;LP Fault Zone;MAIN;41
C1CCE8F2;1;QSF;Sugar Zone;MAIN;34
C1CCE8F2;2;SHV;Sugar Zone;MAIN;34|36|40
C1AF351F;1;QCC;Dolphin;MAIN;33|47
C1AF351F;2;QSF;Dolphin;MAIN;35|36
C1AF351F;3;SHV;Dolphin;MAIN;39
C1ED958B;1;AUR;New Liberty;MAIN;121
C240D3FA;1;QSF;Janet Ivy Porphyry;MAIN;30
C215F9C2;1;QSF;CSH217;MAIN;39|40|42
C1F18075;1;QCC;Timmins Gold Project Deposit;MAIN;14|18
C20B6EBF;1;QSF;San Francisco;MAIN;61|65
C2737FEA;1;AUR;Peters mine;MAIN;50|51
C2853B2A;1;QTU;Malartic West;MAIN;30
C2ADB7A0;1;QCC;Lipton Gold Zones;MAIN;22
C2CBF098;1;QCC;Hardrock deposit;MAIN;100|101|103|120|121
C2F224F2;1;EXT;Island Gold Deposit;MAIN;48
C2F224F2;2;SHV;Island Gold Deposit;MAIN;48
C2F224F2;3;QTU;Island Gold Deposit;MAIN;48
C2F224F2;4;QCC;Island Gold Deposit;MAIN;48
C3431E1B;1;SHV;Magdala;MAIN;39|41|48
C3431E1B;2;EXT;Magdala;MAIN;39|41|42
C3431E1B;3;QSF;Magdala;MAIN;39|41
C3431E1B;4;QCC;Magdala;MAIN;47
C3A20AC5;1;QCC;Monument Bay;MAIN;25|28|33
C3A6371F;1;QTU;Buffalo-Ankerite;MAIN;24
C3B278EC;1;QCC;Hicks;MAIN;79
C3D8742E;1;QSF;Jubilee Deposit;MAIN;74
C3D8742E;2;QCC;Jubilee Deposit;MAIN;78
C3D8742E;3;SHV;Jubilee Deposit;MAIN;78
C3D8742E;4;EXT;Jubilee Deposit;MAIN;79|82
C3D8742E;5;QTU;Jubilee Deposit;MAIN;79|82
C4423E04;1;QCC;Long Canyon;MAIN;63
C4423E04;2;CAV;Long Canyon;MAIN;63
C40FA5C9;1;QCC;Dolphin;MAIN;49
C40FA5C9;2;QSF;Dolphin;MAIN;51
C48C1D1F;1;QSF;Bibra;MAIN;39
C48C1D1F;2;QCC;Bibra;MAIN;39
C4F27B1D;1;QSF;Democrat;MAIN;38|44|50
C4FB6F35;1;QSF;Buster Zone;MAIN;27
C4F75258;1;QCC;Bombore gold deposit;MAIN;69
C4F75258;2;SHV;Bombore gold deposit;MAIN;64
C515FA0D;1;AUR;Mougnina Project;MAIN;26|27
C553E382;1;QSF;Paddy's Flat;MAIN;88|99|102|103
C553E382;2;FLT;Paddy's Flat;MAIN;88|100|101|102
C57DC080;1;QSF;Skvoznoy;MAIN;28|33
C57DC080;2;QCC;Skvoznoy;MAIN;28
C57DC080;3;EXT;Skvoznoy;MAIN;33
C5A13681;1;QCC;Beaufor Mine;MAIN;69|72|75
C5A13681;2;QSF;Beaufor Mine;MAIN;69
C5B70A38;1;QCC;Hump Vein;MAIN;20
C61AC28A;1;QCC;Kone;MAIN;25
C5EF24DD;1;QSF;Volta Grande Project;MAIN;77|78
C5EF24DD;2;QCC;Volta Grande Project;MAIN;75
C5F091DE;1;SHV;Komahun;MAIN;16
C5FC035D;1;QCC;Fazenda;MAIN;55
C6EFD2B3;1;QCC;Garrcon Deposit;MAIN;93
C69A15A2;1;QSF;Box;MAIN;56|57
C698C158;1;QCC;Lac Herbin;MAIN;23|25|155
C628DB78;1;EXT;Jacobina;MAIN;47|51
C628DB78;2;AUR;Jacobina;MAIN;51
C72312B6;1;AUR;Hirsikangas;MAIN;27|28
C77B79FA;1;QTU;Lac Herbin;MAIN;25|27|28
C7BF4D7A;1;QSF;Colomac Main;MAIN;108
C7BF4D7A;2;SHV;Colomac Main;MAIN;108
C7BF4D7A;3;EXT;Colomac Main;MAIN;108|145
C7BF4D7A;4;FLT;Colomac Main;MAIN;145
C7BF4D7A;5;QCC;Colomac Main;MAIN;145
C7F84FF8;1;QSF;Bell Creek Complex;MAIN;33
C7F84FF8;2;SHV;Bell Creek Complex;MAIN;33
C7F84FF8;3;EXT;Bell Creek Complex;MAIN;28|33
C7F84FF8;4;QCC;Bell Creek Complex;MAIN;29
C81E3145;1;QCC;Kerboulé;MAIN;32|33
C8A4E7EC;1;QCC;East-West Zones;MAIN;27|28|29
C911F441;1;QCC;Flordin deposit;MAIN;30|33|34
C990DF67;1;QSF;Gramalote;MAIN;38
C92602D0;2;AUR;New Liberty;MAIN;34|36
C9AC7B54;1;QSF;Björkdal;MAIN;46|47
C9AC7B54;2;MUL;Björkdal;MAIN;47
C9F2FBCF;1;QCC;Kalsaka Hill;MAIN;22
C9E06435;1;QSF;Valentine Gold Project;MAIN;99|118
C9E06435;2;EXT;Valentine Gold Project;MAIN;99|100|101|118
C9E06435;3;SHV;Valentine Gold Project;MAIN;99|100|101|118
C9E06435;4;QCC;Valentine Gold Project;MAIN;102
C9E215E5;1;QCC;O'Brien Project;MAIN;48
CA35DFE5;1;QSF;Orenada Zones 2 and 4;MAIN;70|72
CA35DFE5;2;FLT;Orenada Zones 2 and 4;MAIN;70|73
CA78E21C;1;QCC;Aarnivalkea;MAIN;38
CA78E21C;2;MUL;Aarnivalkea;MAIN;37
CA7AA11B;1;QCC;Eureka;MAIN;17
CA8EC060;1;QSF;Twin Hills;MAIN;54
CA66A9C6;1;QAD;North Stock;MAIN;46|52
CA66A9C6;2;MUL;North Stock;MAIN;53
CAD87282;1;QSF;Kinyambwiga;MAIN;31|43
CB92F51F;1;SHV;True North;MAIN;52
CB92F51F;2;EXT;True North;MAIN;52
CAE1178D;1;QCC;Kerr-Addison deposit;MAIN;69
CAE1178D;2;QSF;Kerr-Addison deposit;MAIN;70
CAE1178D;3;MUL;Kerr-Addison deposit;MAIN;69
CAE1178D;4;SKV;Kerr-Addison deposit;MAIN;71
CB3D8DD3;1;SHV;Sugar Zone;MAIN;59
CB3D8DD3;2;QSF;Sugar Zone;MAIN;59
CBB4692B;1;QCC;Tachamek;MAIN;40
CBC22B53;1;QCC;Solomon's Pillars;MAIN;21
CBBEF9F4;1;QSF;Sleeping Giant Mine;MAIN;17
CC915B90;1;QSF;Coffee deposits;MAIN;55
CC915B90;2;QCC;Coffee deposits;MAIN;55
CCAEFFBA;1;QCC;Koka;MAIN;35
CCAEFFBA;2;QSF;Koka;MAIN;37
CD16102D;1;QSF;La Pointe / La Pointe Extension;MAIN;36|37
CD26F728;1;QSF;Puffy Lake Deposit;MAIN;49|53|54
CD26F728;2;SUV;Puffy Lake Deposit;MAIN;54
CD570B87;1;AUR;Mineral Ridge;MAIN;62|63
CDA590EA;1;QSF;Goldlund;MAIN;44|47
CD7EC930;1;QCC;Main Zone;MAIN;32
CD7EC930;2;QTU;Main Zone;MAIN;33
CD8A2D36;1;EXT;Island Mountain;MAIN;129|137|138
CD8A2D36;2;SHV;Island Mountain;MAIN;126|129
CD8A2D36;3;FLT;Island Mountain;MAIN;129|138
CDBA83AE;1;SHV;Monique Gold Trend;MAIN;67
CDBA83AE;2;EXT;Monique Gold Trend;MAIN;67
CDBA83AE;3;QFV;Monique Gold Trend;MAIN;67
CE1FC5A0;1;QSF;Sickle;MAIN;48|97
CE412BAB;1;QSF;PL Deposit;MAIN;63|66|67|71
CE412BAB;2;SUV;PL Deposit;MAIN;67
CE5CDB4D;1;QSF;Gramalote Ridge;MAIN;31
CE5CDB4D;2;QCC;Gramalote Ridge;MAIN;28|31
CE9ACC7E;1;QSF;Egerton-MacLean Area;MAIN;54
CE9ACC7E;2;QCC;Egerton-MacLean Area;MAIN;55
CE68C2B3;1;QSF;Volta Grande;MAIN;73|74
CE9116AC;1;EXT;Augmitto;MAIN;56
CE9116AC;2;QSF;Augmitto;MAIN;58
CE9116AC;3;AUR;Augmitto;MAIN;58
CEA758A5;1;AUR;Salave;MAIN;52
CEA758A5;2;QCC;Salave;MAIN;54|59
CF3A5002;1;AUR;Pan;MAIN;52
CF3A5002;2;SBV;Pan;MAIN;53
CF158E4D;1;QCC;Hardrock;MAIN;100|103|120|123
CF1EADF4;1;QCC;Black Pine;MAIN;64
CF1EADF4;2;MUL;Black Pine;MAIN;64
CEBC60EF;1;QTU;Sigma-Lamaque;MAIN;101|104|105|107|117
CEBC60EF;2;SHV;Sigma-Lamaque;MAIN;104|107
CEBC60EF;3;EXT;Sigma-Lamaque;MAIN;104|108|109
CEBC60EF;4;FLT;Sigma-Lamaque;MAIN;104
CF8E26D1;1;QAD;Mesquite;MAIN;47
CFB4B1ED;1;QSF;Marathon Gold Deposit;MAIN;66|67
CFC06040;1;QSF;Daling Prospect;MAIN;21|22|23
CFE63D30;1;AUR;Bonikro;MAIN;41|43
