pdf_hash;ratio_id;ratio_code;ratio_value;target_name;target_role;evidence_pages
1F578809;1;ZN_PB;0.4;Song Toh;MAIN;71
1F578809;2;ZN_PB;2.0;Song Toh;MAIN;71
217B0C68;1;PT_PD;0.59;Waterberg;MAIN;73
21D9DC51;1;CU_PD;3800.0;Marathon Deposit;MAIN;121
21D9DC51;2;CU_NI;14.5;Marathon Deposit;MAIN;149
21D9DC51;3;PD_PT;2.99;Marathon Deposit;MAIN;149
22328F9B;1;MG_LI;6.53;Salar de Maricunga;MAIN;106
22328F9B;2;K_LI;7.23;Salar de Maricunga;MAIN;106
2C304154;1;MG_LI;8.0;Salar de Pastos Grandes;MAIN;34
2C304154;2;K_LI;11.0;Salar de Pastos Grandes;MAIN;34
2CF1F0D4;1;HREE_TREE;96.3;Area 4;MAIN;91
2D96301D;1;U_V;0.59;Hauber Mine;MAIN;24
2DDDE196;1;FE_MG;2.3;WRCB;MAIN;105
2FEB72F8;1;CU_NI;1.3;Norton Zone;MAIN;97
2FEB72F8;2;PD_PT;6.0;Norton Zone;MAIN;97
30631A07;1;ZN_PB;35.0;Empire State Mines;MAIN;61
311A3FFE;1;PT_PD;0.59;Waterberg Project;MAIN;117
312E4E0E;1;MG_LI;6.3;Salar de Pastos Grandes;MAIN;63
312E4E0E;2;MG_LI;8.0;Salar de Pastos Grandes;MAIN;72
312E4E0E;3;K_LI;11.0;Salar de Pastos Grandes;MAIN;72
35BAD742;1;MG_LI;2.0;Salar de Olaroz;MAIN;66
35BAD742;2;K_LI;7.0;Salar de Olaroz;MAIN;66
35BAD742;3;SO4_LI;23.0;Salar de Olaroz;MAIN;66
37AED8B6;1;PT_PD;3.0;Pecors Magnetic Anomaly;MAIN;49
38DEFB0B;1;AU_AG;0.0167;Main Vein;MAIN;42
3D68BC68;1;MG_LI;8.0;Pastos Grandes Salar;MAIN;58
3D68BC68;2;K_LI;11.0;Pastos Grandes Salar;MAIN;58
3FD61476;1;MN_FE;427.0;BMC Manganese Project;MAIN;53
3FFCE597;1;MN_FE;1.8;Polymetallic Nodules;MAIN;107
3FFCE597;2;MN_FE;96.0;Polymetallic Nodules;MAIN;107
4168346A;1;CU_NI;8.0;Thierry Deposit;MAIN;41|44
4168346A;2;CU_NI;2.0;Thierry Deposit;MAIN;41
4168346A;3;PT_PD;0.25;Thierry Deposit;MAIN;44
42D14953;1;ZN_PB;0.167;Bleiberg;MAIN;20
438AB149;1;PT_PD;2.38;Zandfontein UG2 TSF;MAIN;24
438AB149;2;CR_FE;1.34;Zandfontein UG2 TSF;MAIN;24
43A7634C;1;PD_PT;2.0;Trapiá;MAIN;126
461B70C0;1;AU_CU;0.5;Hugo North Extension;MAIN;98
46B9DD11;1;K_RB;125.0;Decelles-Mazerac;MAIN;49
46B9DD11;2;MG_LI;30.0;Decelles-Mazerac;MAIN;49
493A9258;1;NI_CU;2.0;Kenbridge Deposit;MAIN;76
4AF9D48F;1;ZN_PB;10.0;Borys Lake deposit;MAIN;25
4C3B46C9;1;PD_PT;10.0;Roby-Offset deposit;MAIN;54
4C4C7756;1;AU_CU;1.0;Taysan;MAIN;54
4D180964;1;AU_CU;0.5;Ming Mine;MAIN;52
51EBC0FB;1;PT_PD;0.4;Luanga;MAIN;75|76
51EBC0FB;2;PT_PD;0.2;Luanga;MAIN;75|77
51EBC0FB;3;RH_PT;0.2;Luanga;MAIN;75|77
51EBC0FB;5;PT_PD;4.0;Luanga;MAIN;75|80
51EBC0FB;6;RH_PT;0.3;Luanga;MAIN;75|80
51EBC0FB;7;PT_PD;1.0;Luanga;MAIN;75|82
520B92DC;1;NI_CU;4.0;Levack Mine;MAIN;50
520B92DC;2;NI_CU;1.0;Levack Mine;MAIN;54
5245F6DD;1;AU_AG;0.1;Cotabambas;MAIN;41
554201A6;1;PT_PD;4.0;Gulçari A (Campbell Pit);MAIN;119
56E8007B;1;PT_PD;2.38;Zandfontein TSF;MAIN;44
56E8007B;2;CR_FE;1.35;Zandfontein TSF;MAIN;47
56E8007B;3;CR_FE;1.28;Zandfontein TSF;MAIN;47
578B523C;1;MG_LI;5.2;Pastos Grandes;MAIN;37
578B523C;2;SO4_LI;16.3;Pastos Grandes;MAIN;37
578B523C;3;K_LI;8.6;Pastos Grandes;MAIN;37
5995CF9F;1;PD_PT;1.7;Waterberg Project;MAIN;68
5DE3FC39;1;AU_CU;1.0;Kiseljak;MAIN;38
5E7A54F5;1;AU_CU;1.0;Stockwork Hill;MAIN;109
5E7A54F5;2;AU_CU;2.0;Stockwork Hill;MAIN;109
5E7A54F5;3;AU_CU;3.0;Stockwork Hill;MAIN;109
5E7A54F5;4;AU_CU;0.5;Stockwork Hill;MAIN;110
633EDBC2;1;U_V;1.0;Powerline Project;MAIN;56
635E4B60;1;MG_LI;5.0;Incahuasi Salar Brine;MAIN;58
63675312;1;V_U;0.5;Mag Uranium project;MAIN;35
63675312;2;V_U;7.5;Mag Uranium project;MAIN;38
63675312;3;V_U;1.3;Mag Uranium project;MAIN;40
63A59023;1;AU_CU;0.5;Ming Mine;MAIN;61
646FC9B3;1;PD_PT;2.6;Maturi;MAIN;106
6499A626;1;CU_PD;3800.0;Marathon deposit;MAIN;114
6499A626;2;CU_NI;14.5;Marathon deposit;MAIN;139|140
6499A626;3;PD_PT;2.99;Marathon deposit;MAIN;139
64E55CFA;1;ZN_PB;0.4;Song Toh and Boh Yai;MAIN;61
64E55CFA;2;ZN_PB;2.0;Song Toh and Boh Yai;MAIN;61
6610EABB;1;RH_PT;0.11;Stillwater West;MAIN;54
66946CED;1;RH_PT;0.11;Stillwater West;MAIN;64
66946CED;2;PD_PT;3.4;Stillwater West;MAIN;74
677A09E4;1;AU_CU;2.5;Central Zone;MAIN;149
68EF9909;1;NI_CU;10.0;Luanga;MAIN;97
68EF9909;3;PT_PD;4.0;Luanga;MAIN;97
68EF9909;4;RH_PT;0.3;Luanga;MAIN;97
68EF9909;5;PT_PD;0.15;Luanga;MAIN;97
6A239756;1;MO_CU;0.058;Adriana Hill;MAIN;25
6A239756;2;MO_CU;0.122;Adriana Hill;MAIN;25
6A239756;3;MO_CU;0.5;Adriana Hill;MAIN;25
71044288;1;MG_LI;6.3;Salar de Pastos Grandes;MAIN;63
71044288;2;MG_LI;8.0;Salar de Pastos Grandes;MAIN;71
71044288;3;K_LI;11.0;Salar de Pastos Grandes;MAIN;71
717A8CD2;1;CR_FE;2.38;Puddy-Chrome;MAIN;52
717A8CD2;2;CR_FE;2.56;Puddy-Chrome;MAIN;52
7215A62F;1;BA_SR;25.0;Lemarchant Deposit;MAIN;46
7203A993;1;CU_NI;14.5;Marathon Deposit;MAIN;134
7203A993;2;PD_PT;2.99;Marathon Deposit;MAIN;134
726558CE;1;ZN_PB;2.44;Key Anacon;MAIN;44
7458F7D2;1;PT_PD;1.0;Platreef;MAIN;133
7E577BAE;1;AU_AG;2.0;Mineral Ridge;MAIN;101
7E83C46B;1;PT_PD;0.5;Luanga;MAIN;94|95
7E83C46B;3;PT_PD;1.5;Luanga;MAIN;94|97
7E83C46B;4;PT_PD;4.0;Luanga;MAIN;94|99
7E83C46B;5;RH_PT;0.3;Luanga;MAIN;94|99
7E83C46B;6;PT_PD;0.15;Luanga;MAIN;94|102
7E83C46B;8;CU_NI;0.15;Luanga;MAIN;102
809A6B12;1;V2O5_U3O8;4.0;La Sal Trend;MAIN;46
809A6B12;2;V2O5_U3O8;5.25;La Sal Trend;MAIN;46
80E92208;1;AU_CU;3.5;Rio Grande;MAIN;38
80E92208;2;AU_CU;1.0;Rio Grande;MAIN;38
8224D7B4;1;PT_PD;0.59;Waterberg Project;MAIN;129|130
82E13281;1;U_MO;1.0;Central Mining Area;MAIN;90
83A17AC7;1;CU_NI;6.8;Campbell Zone;MAIN;36
83D9ABE9;1;PD_PT;3.5;J-M Reef;MAIN;23|27
83D9ABE9;2;PD_PT;3.9;J-M Reef;MAIN;23|27
83D9ABE9;3;PD_PT;3.6;J-M Reef;MAIN;27
83D9ABE9;4;PD_PT;3.7;J-M Reef;MAIN;27
84AD0B90;1;AU_CU;0.5;Ming Mine;MAIN;59
86240715;1;AU_AG;2.0;Mount Milligan;MAIN;62
86240715;2;AU_CU;1.0;Mount Milligan;MAIN;71
8656E6FD;1;CO_NI;2.0;Nkamouna and Mada;MAIN;46
8656E6FD;2;NI_CO;3.0;Nkamouna and Mada;MAIN;47
8656E6FD;3;NI_CO;6.3;Nkamouna and Mada;MAIN;47
8656E6FD;4;NI_CO;8.1;Nkamouna and Mada;MAIN;47
87EA5AFA;1;CU_NI;8.0;Thierry Deposit;MAIN;93
893750C7;1;TH_U;0.25;Etango;MAIN;55
89B08996;1;LA_SMCN;2.63;Seagull Intrusion;MAIN;22
89B08996;2;GD_YBCN;3.39;Seagull Intrusion;MAIN;22
8E567A46;1;NI_CU;0.8;Expo Deposit;MAIN;118
905898D4;1;AU_CU;0.5;Hugo North Extension;MAIN;137
9083ED04;1;MG_LI;6.3;Salar de Pastos Grandes;MAIN;58
9083ED04;2;MG_LI;8.0;Salar de Pastos Grandes;MAIN;67
9083ED04;3;K_LI;11.0;Salar de Pastos Grandes;MAIN;67
910F3237;1;AG_AU;65.0;Rosario vein;MAIN;52
918B66FA;1;MG_LI;1.99;3Q Salt flat Complex;MAIN;69
918B66FA;2;SO4_LI;0.52;3Q Salt flat Complex;MAIN;69
91AC5627;1;AU_AG;2.0;Mount Milligan;MAIN;79
922D5CF6;1;MG_LI;2.6;Salar de Diablillos;MAIN;21
942D6189;1;ZN_PB;1.0;Magistral Deposits;MAIN;123
942D6189;2;ZN_PB;2.0;Magistral Deposits;MAIN;123
94C5EB09;1;PT_PD;4.0;Gulcari A;MAIN;61
98A00060;1;MG_LI;13.12;Amanecer;MAIN;38|39
98A00060;2;K_LI;32.82;Amanecer;MAIN;38|39
98A00060;3;SO4_LI;130.86;Amanecer;MAIN;39
98A00060;4;SO4_MG;9.97;Amanecer;MAIN;39
98A00060;5;CA_LI;9.92;Amanecer;MAIN;39
9920E33F;1;AU_CU;0.5;Ming Mine;MAIN;60
992D8378;1;MG_LI;6.55;Salar de Maricunga;MAIN;69|71
992D8378;2;K_LI;7.35;Salar de Maricunga;MAIN;69|71
992D8378;4;SO4_LI;0.64;Salar de Maricunga;MAIN;71
992D8378;5;SO4_MG;0.097;Salar de Maricunga;MAIN;71
992D8378;6;CA_LI;9.5;Salar de Maricunga;MAIN;71
99A51D49;1;MG_LI;1.71;3Q Salar;MAIN;87
99A51D49;2;SO4_LI;0.38;3Q Salar;MAIN;87
9A4DF22B;1;LREO_HREO;24.0;Sarfartoq REE;MAIN;37
9A4DF22B;2;LREO_HREO;40.0;Sarfartoq REE;MAIN;37
9A4DF22B;3;LREO_HREO;52.0;Sarfartoq REE;MAIN;37
9A4DF22B;4;LA_ND;0.38;Sarfartoq REE;MAIN;37
9A4DF22B;5;LA_ND;1.06;Sarfartoq REE;MAIN;37
9A4DF22B;6;LA_ND;2.31;Sarfartoq REE;MAIN;37
9A52CA8B;1;MG_LI;2.6;Salar de Cauchari;MAIN;96
9A52CA8B;2;K_LI;8.6;Salar de Cauchari;MAIN;96|97
9A52CA8B;4;SO4_LI;37.0;Salar de Cauchari;MAIN;98
9A52CA8B;5;SO4_MG;14.45;Salar de Cauchari;MAIN;98
9A52CA8B;6;CA_LI;0.93;Salar de Cauchari;MAIN;98
9B4BC150;1;TA_NB;2.0;Greenbushes;MAIN;30
9B519B71;1;ZN_PB;1.0;El Mochito;MAIN;93
9BFBAE5B;1;CR_FE;1.75;Big Daddy;MAIN;38
9C069FCC;1;AU_CU;1.0;Taysan;MAIN;59
9CBA58B5;1;PT_PD;0.88;Seagull Intrusion;MAIN;62
9D67290D;1;K_RB;23.84;Cruzeta Target;MAIN;58|60
9D67290D;2;K_RB;36.36;Cruzeta Target;MAIN;58|60
9D67290D;3;K_RB;36.42;Cruzeta Target;MAIN;58|60
9D73C3A5;1;CR_FE;1.5;Menarik Complex;MAIN;42
9D73C3A5;2;PD_PT;4.0;Menarik Complex;MAIN;43
9D8B7D23;1;V2O5_U3O8;5.0;Bullfrog deposit;MAIN;44
9DB49FE0;1;PT_PD;1.0;Block Creek intrusion;MAIN;17
9EE30100;1;MG_LI;2.37;Cauchari Salar;MAIN;130
9EE30100;2;K_LI;8.08;Cauchari Salar;MAIN;130
9EE30100;3;SO4_LI;28.28;Cauchari Salar;MAIN;130
9EE30100;4;SO4_MG;11.96;Cauchari Salar;MAIN;130
9EE30100;5;SO4_K;3.5;Cauchari Salar;MAIN;130
9F80D5D7;1;CU_NI;2.0;South Contact Zone;MAIN;65
A04711B9;1;TA_NB;2.0;Greenbushes;MAIN;28
A112DAE2;1;V2O5_U3O8;4.25;Energy Queen;MAIN;12
A3ABE5B4;1;PD_PT;2.4;Levack Footwall Deposit (LFD);MAIN;57
A565FBF6;1;PT_PD;0.588;Waterberg Project;MAIN;46|47
A5BF14C9;1;CU_NI;14.5;Marathon Deposit;MAIN;169
A5BF14C9;2;PD_PT;2.99;Marathon Deposit;MAIN;169
A65B3AD5;1;AU_AG;0.1;Cotabambas;MAIN;91
A6962362;1;V2O5_U3O8;1.8;Henry Mountains Complex;MAIN;50
A6962362;2;V2O5_U3O8;1.7;Henry Mountains Complex;MAIN;54
A6962362;3;V2O5_U3O8;1.11;Henry Mountains Complex;MAIN;54
A6962362;4;V2O5_U3O8;1.89;Henry Mountains Complex;MAIN;54
A6A749C1;1;NA_CL;1.0;Clayton Valley Brine Project;MAIN;42|43
A71A1980;1;V2O5_U3O8;3.4;Energy Queen;MAIN;11
A71A1980;2;V2O5_U3O8;4.25;Energy Queen;MAIN;11
A7D81D5D;1;MG_LI;3.27;HMN Project;MAIN;62
A7D81D5D;2;SO4_LI;16.62;HMN Project;MAIN;62
A80756D5;1;CR_FE;3.0;Bulqiza-Batra;MAIN;38
A80756D5;2;CR_FE;2.7;Bulqiza-Batra;MAIN;38
A80756D5;3;CR_FE;2.6;Bulqiza-Batra;MAIN;38
ADA00485;1;V2O5_U3O8;1.7;Tony M;MAIN;54
AE74A9F3;1;MG_LI;8.2;Hombre Muerto North Project;MAIN;59
AE74A9F3;2;MG_LI;3.9;Hombre Muerto North Project;MAIN;59
AE74A9F3;3;MG_LI;1.6;Hombre Muerto North Project;MAIN;59
AEAE0040;1;TH_REO;98.25;Bear Lodge REE deposit;MAIN;90
AEAE0040;2;U_REO;28.32;Bear Lodge REE deposit;MAIN;90
AF2EC638;1;K_RB;33.7;Dyke 1;MAIN;66
AF2EC638;2;K_RB;12.5;Dyke 1;MAIN;66
AF2EC638;3;NA_LI;2.83;Dyke 1;MAIN;66
B078464E;1;PT_PD;1.0;Platreef;MAIN;157
B0A9EC0E;1;NI_CO;4.2;Hautalampi;MAIN;22|26
B0A9EC0E;2;NI_CU;1.1;Hautalampi;MAIN;26
B0A9EC0E;3;CU_CO;3.8;Hautalampi;MAIN;26
B0AC38AC;1;MG_LI;2.37;Salar de Olaroz;MAIN;72
B0AC38AC;2;SO4_LI;24.9;Salar de Olaroz;MAIN;72
B0AC38AC;3;SO4_LI;26.7;Salar de Olaroz;MAIN;72
B0C06706;1;MG_LI;1.71;3Q Salar Complex;MAIN;68
B0C06706;2;SO4_LI;0.38;3Q Salar Complex;MAIN;68
B2EFBADD;1;MG_LI;2.37;Cauchari-Olaroz;MAIN;104
B2EFBADD;2;K_LI;8.08;Cauchari-Olaroz;MAIN;104
B2EFBADD;3;SO4_LI;28.28;Cauchari-Olaroz;MAIN;104
B2EFBADD;4;SO4_MG;11.96;Cauchari-Olaroz;MAIN;104
B2EFBADD;5;SO4_K;3.5;Cauchari-Olaroz;MAIN;104
B4C69380;1;PT_PD;1.0;Waterberg Extension Project;MAIN;34
B784E50F;1;CU_FE;0.1;Sunnyside;MAIN;49
B784E50F;2;CU_FE;10.0;Sunnyside;MAIN;49
B7EFF683;1;CR_FE;2.07;Big Daddy chromite deposit;MAIN;22
85FE3856;1;AU_AG;0.25;Cerro Casale;MAIN;79
8B7D478D;1;AG_AU;6.0;Taunus;MAIN;42
8DAD68E8;1;AU_AG;0.1;Regent;MAIN;34
8F7A34C8;1;AU_AG;0.02;Cove;MAIN;45|46
8F7A34C8;2;AU_AG;1.0;Cove;MAIN;45
92ED96D6;1;BI_AU;50.0;Jake Showing;MAIN;15
96A7F58A;1;AG_AU;40.0;El Compas;MAIN;45
96A7F58A;2;AG_AU;19.0;El Compas;MAIN;45
96A7F58A;3;AG_AU;43.0;El Compas;MAIN;45
96A7F58A;4;AG_AU;54.0;El Compas;MAIN;45
9B3C4EEB;1;AU_AG;2.33;Cross Mine;MAIN;47
9EFA5D28;1;AU_AG;0.154;San Rafael vein;MAIN;16
9EFA5D28;2;AU_AG;0.067;San Rafael vein;MAIN;16
9FC4FC49;1;AU_AG;1.5;Robertson;MAIN;48
AB72D5CD;1;AG_AU;17.0;Golden Arrow;MAIN;57
AB72D5CD;2;AG_AU;13.0;Golden Arrow;MAIN;57
AB72D5CD;3;AG_AU;12.0;Golden Arrow;MAIN;92
AE1345E6;1;AG_AU;40.0;El Compas;MAIN;65
AE1345E6;2;AG_AU;19.0;El Compas;MAIN;65
AE1345E6;3;AG_AU;43.0;El Compas;MAIN;65
AE1345E6;4;AG_AU;54.0;El Compas;MAIN;65
C379E321;1;AU_AG;0.0833;Kupol;MAIN;41|57
C432E9BA;1;AU_AG;0.083;Golden Arrow;MAIN;92
C9613727;1;AU_AG;0.33;Topacio Vein;MAIN;17
CB4755CE;1;AU_AG;0.1;Easter vein;MAIN;24
CFD844C8;1;AG_AU;0.4;Los Planes;MAIN;85
D19C5BAA;1;AG_AU;1.7;Coringa;MAIN;61
D19C5BAA;2;CU_AU;172.0;Coringa;MAIN;61
D19C5BAA;3;PB_AU;996.0;Coringa;MAIN;61
D19C5BAA;4;ZN_AU;1595.0;Coringa;MAIN;61
D19C5BAA;5;AG_AU;3.35;Coringa;MAIN;61
D19C5BAA;6;CU_AU;125.0;Coringa;MAIN;61
D19C5BAA;7;PB_AU;343.0;Coringa;MAIN;61
D19C5BAA;8;ZN_AU;333.0;Coringa;MAIN;61
D19C5BAA;9;AG_AU;4.2;Coringa;MAIN;61
D19C5BAA;10;CU_AU;232.0;Coringa;MAIN;61
D19C5BAA;11;PB_AU;2700.0;Coringa;MAIN;61
D19C5BAA;12;ZN_AU;1845.0;Coringa;MAIN;61
D19C5BAA;13;AG_AU;0.4;Coringa;MAIN;61
D19C5BAA;14;CU_AU;17.0;Coringa;MAIN;61
D19C5BAA;15;PB_AU;220.0;Coringa;MAIN;61
D19C5BAA;16;ZN_AU;76.0;Coringa;MAIN;61
D5449FF6;1;AG_AU;0.4;Los Planes;MAIN;78
D5C5FB83;1;AU_AG;0.5;Main Zone;MAIN;12
D59F4F9D;1;AU_AG;3.4;Aït Bou-Haddou;MAIN;68
D59F4F9D;2;AU_AG;5.75;Aït Bou-Haddou;MAIN;68
D59F4F9D;3;AU_AG;8.0;Aït Bou-Haddou;MAIN;69
D59F4F9D;4;AU_AG;3.05;Aït Bou-Haddou;MAIN;69
D59F4F9D;5;AU_AG;4.0;Aït Bou-Haddou;MAIN;69
D59F4F9D;6;AU_AG;0.81;Aït Bou-Haddou;MAIN;69
D68A71F7;1;AG_AU;13.0;Eureka West;MAIN;50
DD5ECD21;1;AG_AU;5.0;Graben deposit;MAIN;73
E83C7661;1;AG_AU;17.0;Golden Arrow;MAIN;57
E83C7661;2;AG_AU;12.0;Golden Arrow;MAIN;57|94
EB63F1A3;1;AU_AG;1.0;Fruta del Norte;MAIN;55|56|64
EF8D5275;1;AU_AG;0.25;Cerro Casale;MAIN;78
F4010243;1;AG_AU;5.0;Amisk gold deposit;MAIN;47
F4010243;2;AU_AG;10.0;Amisk gold deposit;MAIN;50
FECD7CE5;1;AG_AU;12.0;Kupol;MAIN;40|56
0090144A;1;AU_AG;0.1;Callanquitas;MAIN;41
03A01950;1;AG_AU;10.0;Callanquitas;MAIN;46
046864C9;1;FE_MG;5.0;Copperstone;MAIN;137
05154BA4;1;AG_AU;25.0;Calandria Sur;MAIN;45
05922523;1;AG_AU;1.6;Axel Ridge;MAIN;35
05922523;2;AG_AU;2.6;Axel Ridge;MAIN;35
07004442;1;AU_AG;0.1;Brucejack;MAIN;82
07004442;2;AU_AG;2.0;Brucejack;MAIN;82|87
077C76E7;1;AU_AG;0.1;San Martín;MAIN;24
0813E28A;1;AU_AG;1.5;Barje;MAIN;40
086BF6D1;1;AG_AU;0.85;Cove;MAIN;56
086BF6D1;2;AG_AU;2.25;Cove;MAIN;56
0AEBC0CC;1;AU_AG;2.57;Zancudo;MAIN;55
0BA8AEA8;1;AU_AG;2.57;Zancudo;MAIN;49
0C216B91;1;AU_AG;0.33;Trixie;MAIN;79
0C5C2E37;1;AG_AU;25.0;Calandria Sur;MAIN;34
0EE4F079;1;AU_AG;0.5;Sleeping Giant;MAIN;89|93
10DC6D99;1;AU_AG;0.1;Central Polymetallic Zone;MAIN;117
12432632;1;AU_AG;1.0;Fire Creek;MAIN;81
165C4EB3;1;AU_CU;1.0;Blue Lake;MAIN;22|24
17FED0B1;1;AU_AG;0.5;Mary K vein;MAIN;25
18046CF4;1;AU_AG;0.1;San Martin;MAIN;35
18996BFA;1;AU_AG;2.0;Brucejack;MAIN;42|44
19D4F2E9;1;AU_AG;0.5;Central Zone;MAIN;53
1AE07940;1;AU_AG;0.444;Cape Ray Gold Deposits;MAIN;58
1FE17C15;1;AU_AG;0.125;Moss Vein;MAIN;53
20F73A15;1;AU_AG;20.0;Lamaque Mine;MAIN;78
21232535;1;AU_AG;0.25;Kostilkovo Gold Project;MAIN;52
21232535;2;AU_AG;0.01;Kostilkovo Gold Project;MAIN;52
22158B32;1;AU_AG;1.0;Efemçukuru;MAIN;53
22158B32;2;AU_AG;0.1;Efemçukuru;MAIN;53
23E2AB4F;1;AU_AG;1.0;Gramalote Ridge;MAIN;82
2300FDF5;1;AU_AG;1.0;Gramalote Ridge;MAIN;82
23EF2460;1;AU_CU;0.03;Kışladağ;MAIN;53
250164CA;1;AU_AG;0.083;Shahuindo;MAIN;95
250164CA;2;AU_AG;0.029;Shahuindo;MAIN;95
250164CA;3;AU_AG;0.02;Shahuindo;MAIN;95
25A7823F;1;AU_AG;1.0;Bayan Khundii;MAIN;98
27B1AD13;1;AU_AG;0.44;Cape Ray Gold Deposit;MAIN;60
296FB1D8;1;AU_AG;0.1;Perron Orogenic Gold System;MAIN;73
2B1BF487;1;AU_AG;2.0;Brucejack Deposit;MAIN;44
2D0095C7;1;AU_AG;0.1;ATO;MAIN;44
2D0095C7;2;AU_AG;1.5;ATO;MAIN;48
300FEDE7;1;AU_AG;0.05;Lawyers Trend;MAIN;94
30929FCC;1;AU_AG;2.57;Zancudo;MAIN;47
323E790F;1;AU_AG;37.0;Berens River;MAIN;37
34DE2D6A;1;AU_AG;0.1;VOK Zone;MAIN;57
34DE2D6A;2;AU_AG;2.0;VOK Zone;MAIN;57
37B8CB8D;1;AU_AG;0.25;Main Zone;MAIN;51
39213E42;1;AU_AG;0.5;Newman Todd Structure;MAIN;88
3CE5E6C7;1;AG_AU;12.0;Shahuindo deposit;MAIN;49
3CE5E6C7;2;AG_AU;40.0;Shahuindo deposit;MAIN;49
3CE5E6C7;3;AG_AU;50.0;Shahuindo deposit;MAIN;49
3CE5E6C7;4;AG_AU;20.0;Shahuindo deposit;MAIN;50
3CE5E6C7;5;AG_AU;8.0;Shahuindo deposit;MAIN;50
3D2058D1;1;AG_AU;10.98;Angela Vein;MAIN;51
3D2058D1;2;AG_AU;34.98;Angela Vein;MAIN;51
3E327028;1;AG_AU;150.0;Premier;MAIN;67
3E327028;2;AG_AU;5.0;Premier;MAIN;67
414D5F62;1;AU_AG;5.67;La Mina;MAIN;83
421A2FEB;1;FE_MG;5.0;Copperstone;MAIN;64
432EB1F7;1;AU_AG;1.0;Alto Quemado Vein System;MAIN;31
432EB1F7;2;AU_AG;5.0;Alto Quemado Vein System;MAIN;31
43CE03C8;1;AU_AG;0.25;Main Zone;MAIN;38
49B77313;1;AG_AU;15.0;El Zapote;MAIN;23
4A51ABFD;1;AU_AG;3.0;Soledad Mountain;MAIN;48
4A51ABFD;2;AU_AG;1.0;Soledad Mountain;MAIN;49
4A51ABFD;3;AU_AG;0.1;Soledad Mountain;MAIN;49
4A51ABFD;4;AU_AG;0.029;Soledad Mountain;MAIN;49
4CD9F293;1;AG_AU;0.85;Cove;MAIN;41
4CD9F293;2;AG_AU;2.25;Cove;MAIN;41
4D20518F;1;AU_AG;0.5;Sleeping Giant mine;MAIN;34
4D26B20C;1;AU_AG;2.0;Eden;MAIN;51
4D4E3E0C;1;AG_AU;15.0;El Zapote;MAIN;30
4D977DA5;1;AU_AG;0.2;Graben;MAIN;75
4DF99FB9;1;AU_AG;1.0;Fire Creek;MAIN;71
4F04636B;1;AG_AU;8.0;Moss Vein;MAIN;74
4F6B1E0D;1;AU_AG;10.0;Golden Crown;MAIN;57
4F71888A;1;AU_AG;5.67;La Plata;MAIN;39
5128C016;1;AU_AG;0.01;San Miguel vein system;MAIN;60
52DFAF27;1;AU_AG;2.57;Zancudo;MAIN;40
53D9A77E;1;AU_AG;0.1;Loma Larga;MAIN;63
53AF8ED3;1;AU_AG;3.0;Brewery Creek;MAIN;43
556B7B48;1;AU_AG;0.5;Géant Dormant;MAIN;24
59ED0865;1;AG_AU;20.0;Lawyers Area;MAIN;125
5AEAAB38;1;AG_AU;71.0;Pampa Paciencia;MAIN;36
5E54F6FF;1;AU_AG;2.57;Zancudo;MAIN;50
5EBC5C43;1;AU_AG;10.2;Mato Bula;MAIN;64
5EBC5C43;2;AU_AG;5.3;Mato Bula;MAIN;66
5EBC5C43;3;AU_CU;5.6;Mato Bula;MAIN;66
5EBC5C43;4;AU_AG;0.4;Mato Bula;MAIN;68
5EBC5C43;5;AU_CU;5.0;Mato Bula;MAIN;68
61663810;1;AU_AG;1.0;Bayan Khundii;MAIN;104
605BF9D9;1;AU_AG;0.5;Sleeping Giant;MAIN;58|59|63
6173525A;1;AU_AG;5.67;La Plata deposit;MAIN;91
62C689F4;1;AU_AG;1.0;Fire Creek deposit;MAIN;64
647F3DAA;1;AU_AG;0.01;San Rafael Vein;MAIN;185
647F3DAA;2;AU_AG;1.0;San Rafael Vein;MAIN;185
65CC795B;1;AU_AG;0.0333;Wind Mountain;MAIN;49
67745E4B;1;AU_AG;0.034;St. Lawrence;MAIN;44
67745E4B;2;AU_AG;0.063;St. Lawrence;MAIN;44
6783FB74;1;AU_AG;0.1;San Martin;MAIN;26
6A4A44DB;1;AG_AU;2.4;Mohave Gold Project;MAIN;43
6C4075E1;1;AG_AU;15.0;El Zapote;MAIN;23
72035F13;1;AU_AG;0.99;Mojave Project;MAIN;67
74160946;1;AU_AG;1.5;La Colorada;MAIN;52
7430AD35;1;AU_AG;0.056;Molejón;MAIN;47
7430AD35;2;AU_AG;0.5;Molejón;MAIN;52
7430AD35;3;AU_AG;2.0;Molejón;MAIN;52
7732DA5A;1;AU_AG;25.0;La Calandria Sur;MAIN;47
7976B11C;1;AU_AG;0.015;Ixtaca Zone;MAIN;48
7976B11C;2;AU_AG;0.013;Ixtaca Zone;MAIN;48
7976B11C;3;AU_AG;0.05;Ixtaca Zone;MAIN;48
7C97D8ED;1;AG_AU;30.0;Wind Mountain;MAIN;49
7CCAFFB3;1;AU_AG;1.0;Quartz Mountain;MAIN;65
80B1242C;1;AU_AG;0.44;Cape Ray Gold Deposits;MAIN;60
8185B422;1;AU_AG;1.0;T'Boli;MAIN;28
82B83FEC;1;AU_AG;0.5;San Albino;MAIN;61
82B83FEC;2;AU_AG;1.0;San Albino;MAIN;58
