pdf_hash;alteration_id;alteration_type;alteration_timing;alteration_minerals;alteration_intensity;target_name;target_role;evidence_pages;alteration_type_src;alteration_minerals_src
56E89552;4;CAZ;SYN;QTZ|CAC|PYR|BIO;N/A;Yaouré;MAIN;75;source;codified
56E89552;5;SCS;SYN;QTZ|SER|CAC|CLO|TUR|MUS|PYR;4;Yaouré;MAIN;77;source;codified
56E89552;6;POT;SYN;BIO|PYR|QTZ|TUR|CLO|CAC|POH;N/A;Yaouré;MAIN;77;codified;source
573048C7;1;PHY;SYN;QTZ|PYR|MUS;N/A;Blanket Mine;MAIN;54|58;source;source
573048C7;2;CAZ;SYN;ANK|SID|CAC|DLM;N/A;Blanket Mine;MAIN;54|55|58;source;codified
573048C7;3;CAS;SYN;QTZ|ANK|SID|CAC;N/A;Blanket Mine;MAIN;54|55|58;source;source
57338B7C;1;SIL;PRE;QTZ|BAR|PYR|TUR;N/A;Main Mercur;MAIN;82|83;source;source
57338B7C;2;DCB;SYN;N/A;N/A;Main Mercur;MAIN;82|83;codified;N/A
57338B7C;3;ARG;SYN;ILL|KAO;N/A;Main Mercur;MAIN;82|83;source;source
57430F77;1;SCS;SYN;QTZ|PYR|SER|KSP;3;Haile;MAIN;30|32;source;source
57430F77;2;PHY;SYN;QTZ|SER|PYR;1;Haile;MAIN;32;source;source
57430F77;4;CAS;UNK;QTZ|SER|POH|CAC;N/A;Haile;MAIN;32;source;codified
57430F77;5;POT;UNK;BIO;N/A;Haile;MAIN;32;source;source
5794CE78;1;SIL;SYN;QTZ|PYR|ASP;N/A;Samira Hill Mine;MAIN;28|35;source;source
57B797C1;1;PHY;UNK;SER;N/A;Lone Star;MAIN;51|52;source;source
57B797C1;2;SIL;UNK;QTZ;3;Lone Star;MAIN;52;source;inferred_from_type
57B797C1;3;LIS;UNK;FUC;N/A;Lone Star;MAIN;52;codified;source
57B797C1;4;PRO;UNK;EPD|HEM|MNO;N/A;Lone Star;MAIN;52;source;codified
576924E6;2;SIL;SYN;QTZ;4;Obuasi;MAIN;37|38;source;source
576924E6;3;CAZ;SYN;CAC;4;Obuasi;MAIN;37|38;source;codified
5860A5DD;1;PHY;UNK;SER|MUS|CAC|ALB|CLO;N/A;Dorozhni;MAIN;16;source;codified
5860A5DD;2;PHY;UNK;SER|MUS|CAC|ALB|CLO|PYR|POH|ASP|QTZ|KSP;N/A;Dorozhni;MAIN;16;source;codified
5872B8D6;1;PHY;UNK;SER|PYR;3;Erickson Ridge;MAIN;35|38;source;source
59065AC5;2;SIL;SYN;QTZ;N/A;Discovery;MAIN;37|40;source;source
59065AC5;3;SFD;SYN;POH|ASP;N/A;Discovery;MAIN;37;codified;source
5916094D;1;PHY;UNK;QTZ|SER|CLO|CAC|PYR|TUR;N/A;Hicks Prospect;MAIN;71;inferred_from_minerals;codified
5916094D;2;LIS;UNK;FUC;N/A;Hicks Prospect;MAIN;71;codified;source
596BC2FF;1;SIL;SYN;QTZ;3;Raven;MAIN;39;source;source
596BC2FF;2;PHY;SYN;SER;3;Raven;MAIN;39;source;source
596BC2FF;3;FEO;PST;HEM|MAG;N/A;Raven;MAIN;39;codified;source
596BC2FF;4;CAZ;UNK;CAC;N/A;Raven;MAIN;39;source;source
596BC2FF;5;ARG;UNK;CLY;N/A;Raven;MAIN;40;source;codified
596BC2FF;6;PRO;UNK;CLO|ACT;N/A;Raven;MAIN;40;source;source
596DB7FF;1;SIL;UNK;QTZ;3;Bomboré;MAIN;44|49;source;source
596DB7FF;2;CAZ;UNK;CAC|DLM;N/A;Bomboré;MAIN;44|49;source;inferred_from_type
596DB7FF;3;PHY;UNK;CLO|SER;N/A;Bomboré;MAIN;43|44;source;source
596DB7FF;4;ARG;UNK;SER|KAO;2;Bomboré;MAIN;43|44;source;source
59F73E9C;1;SIL;UNK;QTZ;N/A;Mooseland;MAIN;28;source;source
59F73E9C;2;CHL;UNK;CLO;N/A;Mooseland;MAIN;28;codified;source
59F73E9C;3;PHY;UNK;SER;N/A;Mooseland;MAIN;28;source;source
59F73E9C;4;CAZ;UNK;CAC;N/A;Mooseland;MAIN;28;source;codified
5A28BCD8;1;PHY;UNK;SER|CAC|ANK|PYR|QTZ|ALB|RUT;N/A;Hammerdown;MAIN;69|91;source;codified
5A28BCD8;2;PHY;UNK;SER|PYR;N/A;Wisteria Zone;MAIN;71;source;source
5A2ADB42;2;SIL;SYN;QTZ;3;Tasiast;MAIN;51;source;source
5A2ADB42;5;PHY;UNK;SER|QTZ|ZOI|CAC;N/A;Tasiast;MAIN;51;source;codified
5A2ADB42;6;ALZ;PST;ALB|SER|CAC;N/A;Tasiast;MAIN;51;source;codified
5A2ADB42;7;PHY;UNK;BIO|MUS|PYR|QTZ;N/A;Tasiast;MAIN;51;source;source
5A2ADB42;8;FEO;SYN;MAG|QTZ|POH|ACT|GAR|BIO;N/A;Tasiast;MAIN;52;codified;source
5A4E5E23;1;PHY;UNK;SER|PYR;3;San Francisco;MAIN;68;source;source
5A4E5E23;2;SIL;UNK;QTZ;1;San Francisco;MAIN;68;source;inferred_from_type
5A4E5E23;3;ARG;PST;KAO|SER;N/A;San Francisco;MAIN;68;source;source
5A88D39D;1;PHY;SYN;SER;3;San Francisco;MAIN;73;source;source
5A88D39D;3;SIL;SYN;QTZ;1;San Francisco;MAIN;73;source;inferred_from_type
5A88D39D;4;ARG;PST;KAO|SER;N/A;San Francisco;MAIN;73;source;source
5AD51C12;1;CAZ;SYN;HEM|SER|PYR;N/A;Nogbele;MAIN;77|86;source;codified
5AD51C12;2;ALZ;SYN;ALB;N/A;Nogbele;MAIN;77|86;source;source
5AD51C12;3;PHY;PST;SER;N/A;Nogbele;MAIN;86;source;source
5AD5C39D;1;CAS;SYN;QTZ|CAC|ANK;3;Hazeur sill;MAIN;22;source;source
5AC8F516;1;PHY;SYN;SER|ANK|CLO|QTZ;3;Tiriganiaq Deposit;MAIN;36;source;source
5AC8F516;2;POT;SYN;BIO;N/A;Tiriganiaq Deposit;MAIN;36;source;source
5AC8F516;3;SFD;SYN;POH|PYR|ASP;N/A;Tiriganiaq Deposit;MAIN;35|36;codified;source
5B14239B;1;SKZ;UNK;AMPH|DPS|CAC|GAR|CUM;N/A;Orfée East;MAIN;10|12;source;codified
5B14239B;2;PRO;UNK;CLO|EPD;N/A;Orfée East;MAIN;12;source;source
5B14239B;5;SIL;UNK;QTZ;N/A;Orfée East;MAIN;10;source;source
5B14239B;6;POT;UNK;BIO;N/A;Orfée East;MAIN;10;source;source
5B4B0A1D;1;PHY;SYN;QTZ|PYR|MUS;N/A;Blanket Mine;MAIN;45|46;source;source
5B4B0A1D;2;CAZ;SYN;ANK|SID|CAC|DLM;N/A;Blanket Mine;MAIN;45|46;source;codified
5B4B0A1D;3;CAS;SYN;QTZ|ANK|SID|CAC;N/A;Blanket Mine;MAIN;46;source;source
5B4B0A1D;4;POT;SYN;BIO|CAC;N/A;Blanket Mine;MAIN;44|45;source;codified
5B4B0A1D;6;SIL;SYN;QTZ|BIO|CLO;N/A;Blanket Mine;MAIN;45;source;source
5BC24E80;1;CAZ;SYN;QTZ|DLM|ANK|TUR;4;Wassa Mine;MAIN;55;source;source
5B6BF67F;1;SIL;UNK;QTZ|JSP|FEO;3;Gabel Prospect;MAIN;11|12;source;codified
5B6BF67F;2;CAZ;UNK;BAR|CAC;N/A;Gabel Prospect;MAIN;11;source;source
5B6BF67F;3;PRO;UNK;CLO;N/A;Gabel Prospect;MAIN;11;source;source
5B6BF67F;4;ARG;UNK;KAO|ILL;N/A;Gabel Prospect;MAIN;11;source;inferred_from_type
5C2FAFC4;1;POT;SYN;BIO|ANK|PYR;N/A;Barry deposit;MAIN;69|71;source;source
5C2FAFC4;2;SIL;SYN;QTZ;N/A;Barry deposit;MAIN;66|70|71;source;source
5C2FAFC4;3;CAZ;SYN;ANK|FUC;N/A;Barry deposit;MAIN;66|70|71;source;source
5C2FAFC4;4;PRO;PST;MUS|EPD|GAR;N/A;Barry deposit;MAIN;71;source;source
5AC109AF;1;CAZ;SYN;DLM|ANK;N/A;Vezza;MAIN;49|51|54;source;source
5AC109AF;2;SIL;SYN;QTZ;3;Vezza;MAIN;46|51|54;source;source
5AC109AF;3;PHY;SYN;SER;3;Vezza;MAIN;46|49|50|51;source;source
5AC109AF;4;PRO;UNK;CLO|CAC;N/A;Vezza;MAIN;46|51;source;source
5AC109AF;5;ALZ;UNK;ALB;N/A;Vezza;MAIN;51|55;source;source
5AC109AF;7;PHY;SYN;SER|FUC;1;Vezza;MAIN;49|55;source;source
5CBF0D41;1;FEO;PRE;HEM;N/A;Elder;MAIN;53;codified;source
5CBF0D41;2;SFD;SYN;PYR;N/A;Elder;MAIN;53;codified;source
5CBF0D41;3;CAZ;PST;CAC;N/A;Elder;MAIN;53;source;codified
5C5725C5;1;SIL;PRE;QTZ;3;Tabakoto;MAIN;67|90|91;source;source
5C5725C5;2;CAZ;PRE;CAC|DLM;3;Tabakoto;MAIN;67|90|91;source;inferred_from_type
5C5725C5;3;ALZ;PRE;ALB;3;Tabakoto;MAIN;67;source;source
5C5725C5;4;PHY;PRE;SER;3;Tabakoto;MAIN;67|90|91;source;source
5CA2EE7C;1;PHY;UNK;QTZ|CAC|CLO|SER|POH|PYR|ASP;3;Kibi Project (Zones 1-3);MAIN;76|96;source;source
5CA2EE7C;2;ALZ;UNK;QTZ|ALB|CAC;N/A;Kibi Project (Zones 1-3);MAIN;83|96;source;source
5CA2EE7C;3;CAS;UNK;CAC|QTZ;N/A;Kibi Project (Zones 1-3);MAIN;90;source;inferred_from_type
5CF76CF1;1;CAZ;UNK;CLO|SER|GAR;3;Mount Jamie;MAIN;24|26|29;source;codified
5D0AA989;1;SIL;SYN;QTZ;N/A;Lookout Mountain;MAIN;44|47;source;source
5D0AA989;3;ARG;UNK;CLY;N/A;Lookout Mountain;MAIN;44;source;codified
5D0AA989;4;CAZ;SYN;DLM|SID|ANK;N/A;Lookout Mountain;MAIN;44|46|47;source;source
5D12B24F;2;PRO;UNK;CLO|CAC|ALB;4;Mckenzie Break;MAIN;27;source;source
5D7E3610;1;PHY;UNK;QTZ|SER;N/A;Vindaloo;MAIN;46;source;source
5D6F749D;1;PHY;SYN;SER|ANK|CLO|CAC;N/A;Duparquet deposit;MAIN;179|182|200|202;source;codified
5D6F749D;2;SIL;SYN;QTZ;N/A;Duparquet deposit;MAIN;179|182|202;source;source
5D6F749D;4;CAZ;SYN;ANK;N/A;Duparquet deposit;MAIN;202;source;source
5D89B1BF;1;SIL;UNK;QTZ|PYR;3;Last Hope Deposit;MAIN;22;source;source
5E1AD8D5;1;SIL;UNK;CHD;3;Wind Mountain;MAIN;39|40;source;source
5E1AD8D5;2;ARG;UNK;CLY;N/A;Wind Mountain;MAIN;39|40;source;codified
5E1AD8D5;3;OXI;PST;GOE|JAR|HEM;3;Wind Mountain;MAIN;44;codified;source
5ED743CB;1;PHY;UNK;SER|CAC|PYR;N/A;PEN zone;MAIN;16;codified;codified
5ED743CB;2;POT;UNK;BIO|KSP;N/A;PEN zone;MAIN;17;source;inferred_from_type
5ED743CB;3;SIL;SYN;QTZ;N/A;PEN zone;MAIN;17;source;source
5ED743CB;4;CAZ;UNK;CAC;N/A;PEN zone;MAIN;17;source;codified
5ECCA30D;1;PHY;SYN;SER;3;Dolphin;MAIN;65;source;source
5ECCA30D;2;SIL;UNK;QTZ;3;Dolphin;MAIN;65;source;inferred_from_type
5ECCA30D;3;ARG;UNK;KAO;N/A;Dolphin;MAIN;65;source;source
5ECCA30D;5;CAZ;UNK;CAC|DLM;N/A;Dolphin;MAIN;65;source;codified
5EE3D8D5;1;POT;SYN;QTZ|ADS|KSP;3;Tonopah;MAIN;42|44|45;source;source
5EE3D8D5;2;ARG;UNK;KAO|ILL;3;Tonopah;MAIN;42|44;source;inferred_from_type
5EE3D8D5;3;PHY;UNK;CLY|SER;N/A;Tonopah;MAIN;45;source;codified
5EECCA5D;1;CAZ;SYN;ARP;N/A;Conrad;MAIN;35;source;source
5EECCA5D;2;ARG;SYN;ILL|SME;N/A;Conrad;MAIN;35;source;codified
5EECCA5D;3;SIL;SYN;QTZ;N/A;Conrad;MAIN;35|36;source;source
5EECCA5D;4;CAZ;UNK;CAC;N/A;Conrad;MAIN;36;source;source
5F330DE2;1;PHY;UNK;QTZ|PYR|ASP|POH|SER;N/A;Chinese 1, 2, 3;MAIN;24;source;source
5F6DA05D;1;ARG;UNK;LIM|HEM|SER|KAO;N/A;Ushirombo Gold Corridor;MAIN;67;source;source
5F6DA05D;2;SCS;UNK;SER|QTZ|HEM|KAO;N/A;Ushirombo Gold Corridor;MAIN;67;source;source
5FB738E9;1;CAS;UNK;HEM|QTZ;4;Pistol Showing;MAIN;10;source;codified
5FEB5964;1;OXI;UNK;HEM;N/A;Akyanga;MAIN;51;codified;source
5FD37BC6;1;CAZ;UNK;CAC|DLM;N/A;Frasergold;MAIN;37;source;inferred_from_type
6099012B;1;SIL;UNK;QTZ;3;Belvedere Mine;MAIN;52;source;source
6099012B;2;SUP;PST;LIM|NAU;N/A;Belvedere Mine;MAIN;52;codified;source
618807F8;1;SIL;PRE;QTZ;3;Volta Grande;MAIN;76|77;source;source
618807F8;3;POT;UNK;KSP|SER;N/A;Volta Grande;MAIN;77;source;source
618807F8;4;CAZ;PST;CAC;N/A;Volta Grande;MAIN;77;source;source
618807F8;5;ARG;PST;CLY|PYR|CPY|LIM|QTZ;N/A;Volta Grande;MAIN;72|75;source;codified
61C07D6E;1;PHY;SYN;SER|ILL|MUS;N/A;FAT deposit;MAIN;99|100;source;codified
61C07D6E;2;SIL;SYN;QTZ;N/A;FAT deposit;MAIN;100;source;source
61C07D6E;3;CAS;UNK;QTZ|ANK|CAC;N/A;FAT deposit;MAIN;100;source;source
61C07D6E;4;CAZ;PST;CAC|ANK|SID;4;FAT deposit;MAIN;101;source;source
61C07D6E;5;POT;PST;ORT|BIO|QTZ|POH;3;FAT deposit;MAIN;102;source;source
61D3056B;1;SKZ;UNK;GAR|DPS|WOL;3;Kekoro;MAIN;44;source;inferred_from_type
61F2DB6B;1;SIL;UNK;QTZ;3;Glen Hume;MAIN;39|42;source;source
61F2DB6B;2;CAZ;UNK;CAC|DLM;3;Glen Hume;MAIN;39|42;source;inferred_from_type
61F2DB6B;3;PRO;UNK;CLO|EPD|CAC;3;Glen Hume;MAIN;39;source;inferred_from_type
61F2DB6B;4;PHY;UNK;SER;N/A;Glen Hume;MAIN;42;source;source
622578A0;1;PHY;UNK;SER|CLO|CAC;N/A;Herbert Gold Project;MAIN;20;source;codified
621D6369;1;PHY;UNK;SER|CLO|PYR|ASP|FUC;3;Granada;MAIN;61|63;source;codified
625E0AE9;1;PRO;UNK;QTZ|SER|GRP|CLO|EPD|ANK;N/A;Boin Zone;MAIN;39;source;codified
625E0AE9;2;SIL;UNK;QTZ;N/A;Boin Zone;MAIN;39;source;inferred_from_type
634658BD;1;SIL;UNK;QTZ|CLO|HEM|ADS;3;Taunas;MAIN;42;source;source
634658BD;2;PRO;UNK;CLO|EPD|CAC;1;Taunas;MAIN;42;source;inferred_from_type
62343AA5;1;ALZ;UNK;HEM|ALB|CAC;N/A;Grey Fox;MAIN;105;source;codified
62343AA5;2;PHY;UNK;PYR|CAC|ALB|SER;N/A;Grey Fox;MAIN;105|115;source;codified
62343AA5;3;PRO;UNK;ALB|CAC|QTZ|CLO;N/A;Grey Fox;MAIN;106;source;codified
62343AA5;4;POT;UNK;CLO|BIO|MOL;N/A;Grey Fox;MAIN;107;source;source
62343AA5;5;POT;UNK;BIO|KSP;3;Grey Fox;MAIN;106;source;inferred_from_type
62C69989;2;POT;UNK;KSP|EPD|CLO|QTZ;N/A;São Jorge;MAIN;68;source;source
62C69989;3;PHY;UNK;SER|KSP|CLO|EPD|QTZ;N/A;São Jorge;MAIN;69;source;source
62C69989;4;PHY;UNK;QTZ|SER|EPD;N/A;São Jorge;MAIN;69|70;source;source
62C69989;5;CAZ;UNK;CAC;1;São Jorge;MAIN;65;source;codified
62C69989;6;PHY;UNK;SER|QTZ|CAC|HEM;3;São Jorge;MAIN;72;source;codified
6379C4D5;1;POT;SYN;KSP|QTZ|PYR|BIO;4;Hemlo deposit;MAIN;58;source;source
6379C4D5;2;PHY;SYN;MUS|QTZ|PYR;N/A;Hemlo deposit;MAIN;58;source;source
6379C4D5;3;SIL;SYN;PYR;N/A;Hemlo deposit;MAIN;58;source;source
6379C4D5;4;SKZ;PST;GAR|DPS|WOL;N/A;Hemlo deposit;MAIN;58;source;inferred_from_type
63F95F9C;1;CAZ;PRE;DLM;N/A;Long Canyon;MAIN;60;source;source
63F95F9C;2;DCB;SYN;N/A;3;Long Canyon;MAIN;53|60;codified;N/A
63F95F9C;3;SIL;SYN;QTZ;1;Long Canyon;MAIN;53|60;source;source
63F95F9C;4;AAH;SYN;DIC|MUS;N/A;Long Canyon;MAIN;60|61;source;source
63F95F9C;5;ARG;SYN;SER|ILL|KAO;N/A;Long Canyon;MAIN;53|61;source;source
63CC23C1;1;POT;SYN;BIO|ADS|QTZ|CAC;3;Robertson;MAIN;81;source;source
63CC23C1;2;RET;SYN;CLO|ACT|QTZ|POH|CPY|MRC|PYR|ASP;2;Robertson;MAIN;81;source;source
63CC23C1;3;PHY;SYN;QTZ|SER|PYR;N/A;Robertson;MAIN;81|82;source;source
63CC23C1;4;SIL;SYN;JSP;N/A;Robertson;MAIN;81;source;source
63CC23C1;5;ARG;UNK;CLO|SME|PYR|MRC|ASP|GAL|SPH|CPY;N/A;Robertson;MAIN;82;source;codified
6401842D;1;AAH;UNK;ALN|PYF|DIC;N/A;Segala-Ouest artisanal workings;MAIN;90;codified;inferred_from_type
6401842D;2;ARG;UNK;KAO|ILL;N/A;Segala-Ouest artisanal workings;MAIN;90;source;inferred_from_type
642C85B9;1;CAS;UNK;QTZ|CAC;N/A;New Britannia Mine;MAIN;83;source;source
642C85B9;2;POT;UNK;BIO;N/A;New Britannia Mine;MAIN;83;source;source
64EE5B85;1;PHY;UNK;SER|ANK|PYR|QTZ|CAC;N/A;Duquesne-Ottoman Property;MAIN;31|33;inferred_from_minerals;source
64CFFC82;1;POT;SYN;BIO|KSP;N/A;Ängesneva;MAIN;76|77|80;source;source
64CFFC82;2;SCS;SYN;QTZ|SER;3;Ängesneva;MAIN;76|80;source;source
64CFFC82;3;PRO;UNK;CLO;4;Ängesneva;MAIN;76|80;source;source
6491D10E;1;POT;UNK;BIO|KSP;2;Geita Mine;MAIN;46|47|60|64|67;source;source
6491D10E;2;SIL;UNK;QTZ;3;Geita Mine;MAIN;46|47|49|53|57|60|64|67|68|70|72|74|76|77;source;source
6491D10E;3;CAZ;UNK;CAC;N/A;Geita Mine;MAIN;46|47|49|57|60|72|74|76|77;source;codified
6491D10E;5;PHY;UNK;SER;N/A;Geita Mine;MAIN;49;source;source
652EDC48;1;SIL;UNK;QTZ|CLO|BIO;3;Chimo Mine;MAIN;36;source;source
652EDC48;2;CAZ;UNK;CAC|CLO;2;Chimo Mine;MAIN;36;source;source
652EDC48;3;TUR;UNK;TUR;1;Chimo Mine;MAIN;36;codified;source
652EDC48;4;SKZ;PRE;GAR|BIO|CLO|POH|AMPH|ALB;3;Chimo Mine;MAIN;40;inferred_from_minerals;codified
65550427;1;ALZ;SYN;QTZ|ALB|PYR|POH|CAC|TUR|BIO;3;Mankarga;MAIN;37|38;source;source
65550427;2;PRO;UNK;CLO|BIO|EPD|QTZ|SER|CAC|ALB|PYR|TUR;N/A;Mankarga;MAIN;37;source;source
6602978C;1;SIL;UNK;QTZ;2;Gold Rock;MAIN;41;source;source
6602978C;2;ARG;UNK;CLY;N/A;Gold Rock;MAIN;41|44;source;codified
6602978C;3;DCB;UNK;N/A;N/A;Gold Rock;MAIN;41|44;codified;N/A
6602978C;4;OXI;UNK;HEM|LIM;N/A;Gold Rock;MAIN;42|44;codified;source
65F7031F;1;SIL;SYN;QTZ;3;Sugar Zone;MAIN;14|16;source;source
65F7031F;2;POT;SYN;BIO;N/A;Sugar Zone;MAIN;16;source;source
65F7031F;3;SFD;SYN;POH;N/A;Sugar Zone;MAIN;16;codified;source
65F7031F;4;ALZ;SYN;ALB;N/A;Sugar Zone;MAIN;14;source;inferred_from_type
65F7031F;5;CAZ;SYN;CAC|DLM;1;Sugar Zone;MAIN;14;source;inferred_from_type
666A8409;1;SIL;PRE;QTZ;4;Tabakoto;MAIN;83|85|86|99|111;source;source
666A8409;2;PHY;PRE;SER|FSPU;N/A;Tabakoto;MAIN;83|85|86|99;source;codified
666A8409;4;POT;UNK;BIO|KSP;3;Tabakoto;MAIN;111;codified;inferred_from_type
6704FD5F;1;SIL;SYN;QTZ;3;Martinière;MAIN;24;source;source
6704FD5F;2;SCS;SYN;QTZ|SER;N/A;Martinière;MAIN;24|25;source;source
6704FD5F;3;CAZ;SYN;CAC|DLM;N/A;Martinière;MAIN;25|26;source;source
6704FD5F;4;CAS;SYN;DLM|CAC|QTZ;N/A;Martinière;MAIN;23|26;source;source
666F9FD0;1;SCS;SYN;QTZ|ILL;4;Bayan Khundii;MAIN;21|34|36;source;source
666F9FD0;2;AAH;PRE;PYF|DIC|KAO;N/A;Bayan Khundii;MAIN;35|36|38;source;source
666F9FD0;3;POT;PRE;CLO|PYR|MAG|KSP|BIO;N/A;Bayan Khundii;MAIN;36|38;source;source
666F9FD0;4;SIL;PRE;QTZ;N/A;Bayan Khundii;MAIN;36;source;source
666F9FD0;5;TUR;UNK;TUR;N/A;Bayan Khundii;MAIN;31|36;codified;source
666F9FD0;6;PHY;SYN;MUS;N/A;Bayan Khundii;MAIN;35;source;codified
6725EE59;1;ALZ;PRE;ALB;N/A;Surluga Deposit;MAIN;109|114;source;source
6725EE59;2;POT;PRE;BIO;4;Surluga Deposit;MAIN;114;source;source
6725EE59;3;CAZ;PRE;CLO|CAC;N/A;Surluga Deposit;MAIN;114;source;codified
6725EE59;4;PHY;SYN;QTZ|SER;3;Surluga Deposit;MAIN;114;source;source
6725EE59;5;POT;PST;KSP;N/A;Surluga Deposit;MAIN;114;source;source
6725EE59;6;CAZ;SYN;SER|CLO;N/A;Surluga Deposit;MAIN;105;source;codified
6725EE59;7;SIL;SYN;QTZ;N/A;Surluga Deposit;MAIN;114;source;source
6725EE59;9;POT;SYN;BIO;N/A;Surluga Deposit;MAIN;109;source;source
6739449C;1;SIL;UNK;QTZ;N/A;North Lake;MAIN;99;source;inferred_from_type
6739449C;2;ALZ;UNK;ALB;N/A;North Lake;MAIN;99|110;source;inferred_from_type
6739449C;3;SKZ;UNK;GAR|MUS|BIO|PYR;N/A;North Lake;MAIN;100;inferred_from_minerals;source
676C4284;1;PRO;PRE;CLO|MAG|CAC|QTZ;N/A;Philibert Deposit;MAIN;40|52;source;source
676C4284;2;POT;SYN;BIO|ANK|DLM|QTZ;N/A;Philibert Deposit;MAIN;40|52;source;source
676C4284;3;CAZ;SYN;ANK|DLM|QTZ|ALB;N/A;Philibert Deposit;MAIN;40|52;source;source
676C4284;4;SIL;SYN;QTZ;3;Philibert Deposit;MAIN;41;source;source
676C4284;5;PHY;UNK;SER;N/A;Philibert Deposit;MAIN;38;source;source
676C4284;6;CAS;SYN;CAC|QTZ;N/A;Philibert Deposit;MAIN;52;source;inferred_from_type
6789ACA5;1;PRO;PRE;CLO|CAC|QTZ|ILL|PYR;N/A;Golden Ridge Deposit;MAIN;37|41;source;source
6789ACA5;2;PHY;SYN;SER|ANK|QTZ;3;Golden Ridge Deposit;MAIN;37|41;source;source
6860032D;1;CAZ;UNK;PYR;4;Happy Valley Mine;MAIN;30;source;source
6860032D;2;SIL;UNK;QTZ;N/A;Happy Valley Mine;MAIN;27|28|30;source;inferred_from_type
6860032D;3;FEO;UNK;HEM|MAG;3;Happy Valley Mine;MAIN;29;codified;inferred_from_type
678EEECF;1;CAZ;UNK;ANK|TAL;4;Black Fox;MAIN;54;source;source
678EEECF;2;CAZ;UNK;ANK|QTZ|SER|FUC;4;Black Fox;MAIN;54;source;source
678EEECF;3;SIL;UNK;QTZ;N/A;Black Fox;MAIN;54|59|62;source;inferred_from_type
678EEECF;4;PHY;UNK;SER;1;Black Fox;MAIN;54|58|59;source;source
678EEECF;5;PRO;UNK;CLO;2;Black Fox;MAIN;54|56;source;source
678EEECF;6;PHY;UNK;CLO|SER;1;Black Fox;MAIN;56;source;source
678EEECF;7;PHY;UNK;SER|PYR;3;Black Fox;MAIN;56;source;source
678EEECF;8;CAZ;UNK;QTZ|ANK|FUC|RUT;N/A;Black Fox;MAIN;58;source;codified
678EEECF;9;RET;PST;CLO;N/A;Black Fox;MAIN;58;source;source
678EEECF;10;ALZ;UNK;ALB|SER;3;Black Fox;MAIN;59;source;source
688641CF;2;CAZ;UNK;PYR|CAC;N/A;Ironwood;MAIN;33;source;source
68A12C12;1;ARG;UNK;CLY;3;Eureka Project;MAIN;24|25;source;codified
68A12C12;2;POT;UNK;KSP;4;Eureka Project;MAIN;25|26;source;source
68A12C12;3;SIL;UNK;QTZ;N/A;Eureka Project;MAIN;25|26;source;inferred_from_type
68A12C12;4;PRO;UNK;CLO;3;Eureka Project;MAIN;25;source;source
68A12C12;6;CAZ;UNK;CAC;N/A;Eureka Project;MAIN;26;source;codified
68A12C12;7;PHY;UNK;SER;N/A;Eureka Project;MAIN;26;source;source
68C45217;1;POT;SYN;QTZ|PYR|KSP;N/A;Haile;MAIN;67|64;source;source
68C45217;2;SCS;SYN;QTZ|SER|PYR;N/A;Haile;MAIN;67|64;source;source
68C45217;3;PHY;SYN;SER|PYR|POH;N/A;Haile;MAIN;67|64;source;source
68C45217;4;PRO;SYN;CLO|CAC|EPD;N/A;Haile;MAIN;67|64;source;source
68C45217;5;ARG;PST;SER|KAO;3;Haile;MAIN;67;source;source
695E073D;1;POT;UNK;BIO|KSP;N/A;Clarence Stream North;MAIN;42;source;inferred_from_type
695E073D;2;ALZ;UNK;ALB;N/A;Clarence Stream North;MAIN;42;codified;inferred_from_type
695E073D;3;GRS;UNK;QTZ|TOP|FLU;3;Clarence Stream North;MAIN;45;source;source
695E073D;4;SIL;UNK;QTZ;3;Clarence Stream North;MAIN;45;source;inferred_from_type
695E073D;5;SIL;UNK;QTZ|BIO|CLO|TOP;N/A;Clarence Stream North;MAIN;45;source;source
695E073D;6;PRO;UNK;CLO|SER;N/A;Clarence Stream North;MAIN;45;source;source
69655620;2;CHL;UNK;CLO;3;Maud Creek deposit;MAIN;66|67;codified;source
69655620;3;SIL;UNK;QTZ;N/A;Maud Creek deposit;MAIN;66|67;source;source
69655620;4;CAZ;UNK;CAC;N/A;Maud Creek deposit;MAIN;66|67;source;codified
69655620;5;LIS;UNK;FUC;N/A;Maud Creek deposit;MAIN;66|67;codified;source
69655620;6;FEO;UNK;HEM;N/A;Maud Creek deposit;MAIN;66|67;codified;source
696F7F76;1;SFD;SYN;POH|ASP|PYR|CAC|QTZ;N/A;Ironwood;MAIN;30|32|33;codified;source
697812A5;1;CAS;UNK;QTZ|CAC|PYR;3;Norlartic and Kierens;MAIN;43|46|47;source;source
697812A5;2;SPT;UNK;TAL|CLO|CAC|MGN;3;Norlartic and Kierens;MAIN;44;codified;source
697812A5;3;SIL;UNK;HEM;3;Norlartic and Kierens;MAIN;45;source;source
697812A5;4;CHL;UNK;CLO;3;Norlartic and Kierens;MAIN;50;codified;source
69F2C853;1;POT;SYN;QTZ|ADS|KSP;3;Tonopah;MAIN;37|42|44;source;source
69F2C853;2;ARG;UNK;CLY;3;Tonopah;MAIN;42|44;source;codified
69F2C853;3;SIL;UNK;QTZ;N/A;Tonopah;MAIN;42;source;source
69F2C853;4;PHY;UNK;SER|CLY;N/A;Tonopah;MAIN;45;source;codified
