pdf_hash;survey_id;survey_class;geophysics_type;target_name;target_role;evidence_pages
68A12C12;2;GPH;AMAG;Eureka Project;MAIN;33
68A12C12;3;GPH;EM;Eureka Project;MAIN;33
68C45217;1;GPH;GRV;Haile;MAIN;71
68C45217;2;GPH;AMAG;Haile;MAIN;71
68C45217;3;GPH;EM;Haile;MAIN;71
68C45217;4;GPH;IP;Haile;MAIN;71
68C45217;5;GPH;RES;Haile;MAIN;71
68C45217;6;GPH;SP;Haile;MAIN;71
695E073D;1;GPH;AMAG;Clarence Stream North;MAIN;46
69617396;1;GPH;GMAG;Hyde Lake;MAIN;9|20
69617396;2;GPH;IP;Hyde Lake;MAIN;9|20
69617396;3;GPH;AMAG;Hyde Lake;MAIN;10|13
69617396;4;GPH;VLF;Hyde Lake;MAIN;20
69617396;5;GPH;EM;Hyde Lake;MAIN;20
69655620;1;GPH;EM;Maud Creek deposit;MAIN;73
69655620;2;GPH;AMAG;Maud Creek deposit;MAIN;74
69655620;3;GPH;RAD;Maud Creek deposit;MAIN;74
696F7F76;1;GPH;GMAG;Ironwood;MAIN;30|37
696F7F76;2;GPH;EM;Ironwood;MAIN;36
696F7F76;3;GPH;VLF;Ironwood;MAIN;36
696F7F76;4;GPH;IP;Ironwood;MAIN;37
697812A5;1;GPH;AMAG;Norlartic and Kierens;MAIN;53
69F2C853;1;GPH;AMAG;Tonopah;MAIN;47
69F2C853;2;GPH;EM;Tonopah;MAIN;47
69F2C853;3;GPH;IP;Tonopah;MAIN;47
69F2C853;4;GPH;RAD;Tonopah;MAIN;47
69F2C853;5;GPH;MT;Tonopah;MAIN;47
69F2C853;6;GPH;SP;Tonopah;MAIN;47
69F2C853;7;GPH;GMAG;Tonopah;MAIN;47
69FA290E;1;GPH;GMAG;Elena;MAIN;49
69FA290E;2;GPH;IP;Elena;MAIN;49|50
6A06CDBD;1;GPH;EM;Sukari;MAIN;65
6A06CDBD;2;GPH;AMAG;Sukari;MAIN;65
6A06CDBD;3;GPH;RAD;Sukari;MAIN;65
6A4C8B30;1;GPH;IP;Mosquito Hill;MAIN;20|21
6A4C8B30;2;GPH;UNS;Mosquito Hill;MAIN;20
6A4C8B30;3;GPH;EM;Mosquito Hill;MAIN;21
6A4C8B30;4;GPH;AMAG;Mosquito Hill;MAIN;21
6A5AF28E;1;GPH;GRV;North Stock;MAIN;63
6A5AF28E;2;GPH;MT;North Stock;MAIN;63
6A5AF28E;3;GPH;IP;North Stock;MAIN;63
6A5AF28E;4;GPH;GMAG;North Stock;MAIN;64
6A5AF28E;5;GPH;RAD;North Stock;MAIN;64
6A5AF28E;6;GPH;AMAG;North Stock;MAIN;64
6A7BE8EF;1;GPH;IP;Jugan;MAIN;139
6A7BE8EF;2;GPH;EM;Jugan;MAIN;140
6A7BE8EF;3;GPH;AMAG;Jugan;MAIN;140
6A3F7761;1;GPH;AMAG;Kiniero Gold Project;MAIN;159|173|183
6A3F7761;2;GPH;RAD;Kiniero Gold Project;MAIN;183
6A3F7761;3;GPH;GMAG;Kiniero Gold Project;MAIN;159
6A3F7761;4;GPH;IP;Kiniero Gold Project;MAIN;159
6A3F7761;5;GPH;RES;Kiniero Gold Project;MAIN;177
6AA0DBC8;1;GPH;AMAG;Hardrock Project;MAIN;57
6B259C73;1;GPH;UNS;AK;MAIN;27
6B2169A6;1;GPH;AMAG;Madsen Deposit;MAIN;77|79
6B2169A6;2;GPH;SES;Madsen Deposit;MAIN;77|84
6B9D203D;1;GPH;GRV;Morro do Ouro;MAIN;49
6B9D203D;2;GPH;IP;Morro do Ouro;MAIN;49
6B821FE0;1;GPH;AMAG;Kiniero;MAIN;48
6B2FDE09;1;GPH;AMAG;Kiena Mine;MAIN;132
6BE8DF66;1;GPH;UNS;Dorado Oeste;MAIN;53
6BF5AC4B;1;GPH;IP;Black Fox;MAIN;56
6BF5AC4B;2;GPH;UNS;Black Fox;MAIN;56
6BF9922E;1;GPH;AMAG;Big Pit area;MAIN;46|50
6BF9922E;2;GPH;SP;Big Pit area;MAIN;50
6BFE3777;1;GPH;AMAG;Southern Corridor;MAIN;41
6BFE3777;2;GPH;GMAG;Southern Corridor;MAIN;41|42
6BFE3777;3;GPH;IP;Southern Corridor;MAIN;41|42|44
6BFE3777;4;GPH;EM;Southwest Zone;MAIN;41
6C5DCEB4;1;GPH;UNS;Beatons Creek;MAIN;50
6C6300AC;1;GPH;IP;Fenelon;MAIN;133
6C6300AC;2;GPH;AMAG;Fenelon;MAIN;134
6C747B95;1;GPH;AMAG;Doropo;MAIN;87
6C747B95;2;GPH;RAD;Doropo;MAIN;87
6C747B95;3;GPH;IP;Doropo;MAIN;92
6CBEAF45;1;GPH;VLF;M Zone;MAIN;43
6CBEAF45;2;GPH;GMAG;M Zone;MAIN;43
6CBEAF45;3;GPH;IP;M Zone;MAIN;42|43
6CBEAF45;4;GPH;EM;M Zone;MAIN;43
6C77E8AD;1;GPH;VLF;Lac Herbin;MAIN;28
6C77E8AD;2;GPH;GMAG;Lac Herbin;MAIN;28
6C77E8AD;3;GPH;IP;Lac Herbin;MAIN;28|29
6C77E8AD;4;GPH;SES;Lac Herbin;MAIN;28
6C77E8AD;5;GPH;AMAG;Lac Herbin;MAIN;28
6CD79FAF;1;GPH;AMAG;DAC Deposit;MAIN;59
6CD79FAF;2;GPH;GMAG;DAC Deposit;MAIN;57
6CE77E02;1;GPH;AMAG;North Lake;MAIN;55|56
6CE77E02;2;GPH;EM;North Lake;MAIN;55|56
6CE77E02;3;GPH;GMAG;North Lake;MAIN;58
6CE77E02;4;GPH;VLF;North Lake;MAIN;58
6D01CD34;1;GPH;AMAG;Timmins West Mine;MAIN;77
6D01CD34;2;GPH;IP;Timmins West Mine;MAIN;84
6D01CD34;3;GPH;GMAG;Timmins West Mine;MAIN;84
6D23B2FB;1;GPH;AMAG;Grey Fox;MAIN;39|45|46
6D869212;1;GPH;AMAG;Tully Gold Project;MAIN;13
6D869212;2;GPH;EM;Tully Gold Project;MAIN;14
6D8B600C;1;GPH;IP;Vindaloo;MAIN;101|104|118
6D8B600C;2;GPH;AMAG;Vindaloo;MAIN;86|91
6D96F4DE;1;GPH;AMAG;Paddy's Flat;MAIN;86
6DA43296;1;GPH;AMAG;Scottie Gold Mine;MAIN;49
6DA43296;2;GPH;EM;Scottie Gold Mine;MAIN;49
6DDBB287;1;GPH;GMAG;Butte Highlands;MAIN;39
6DDBB287;2;GPH;AMAG;Butte Highlands;MAIN;39
6DDBB287;3;GPH;VLF;Butte Highlands;MAIN;39
6DDBB287;4;GPH;RAD;Butte Highlands;MAIN;39
6DF34354;1;GPH;AMAG;New Britannia Mine;MAIN;75
6DF34354;2;GPH;IP;New Britannia Mine;MAIN;83
6E38C3DE;1;GPH;AMAG;Baomahun;MAIN;74|80|81
6E38C3DE;2;GPH;RAD;Baomahun;MAIN;74|80
6E38C3DE;3;GPH;EM;Baomahun;MAIN;74|81
6F3547BE;1;GPH;UNS;C1;MAIN;71
6F551C51;1;GPH;UNS;Pilar;MAIN;80
6F5ECDE7;1;GPH;IP;Esaase;MAIN;126
6F5ECDE7;2;GPH;RES;Esaase;MAIN;126
6F5ECDE7;3;GPH;EM;Esaase;MAIN;118|124|125|126
6F5ECDE7;4;GPH;GRV;Esaase;MAIN;126
6F5ECDE7;6;GPH;AMAG;Esaase;MAIN;124
6F7BB91E;1;GPH;EM;Wassa;MAIN;77
6F7BB91E;2;GPH;RES;Wassa;MAIN;77
6F7BB91E;3;GPH;AMAG;Wassa;MAIN;77
6F7BB91E;4;GPH;RAD;Wassa;MAIN;77
6F9686AF;1;GPH;GMAG;Dingman;MAIN;51
6F9686AF;2;GPH;VLF;Dingman;MAIN;51|53
6FC78198;1;GPH;UNS;Discovery;MAIN;49
6FD5480A;1;GPH;AMAG;Rosebel Property;MAIN;30
6FD5480A;2;GPH;RAD;Rosebel Property;MAIN;30
6FDC2E91;1;GPH;AMAG;Kiyuk Lake;MAIN;57|80
6FDC2E91;2;GPH;VLF;Kiyuk Lake;MAIN;57
6FDC2E91;3;GPH;RAD;Kiyuk Lake;MAIN;57
6FDC2E91;4;GPH;GRV;Kiyuk Lake;MAIN;57
6FDC2E91;5;GPH;IP;Kiyuk Lake;MAIN;66|72
6FDC2E91;6;GPH;GMAG;Kiyuk Lake;MAIN;72
6FDC2E91;8;GPH;MT;Kiyuk Lake;MAIN;66
7023B205;1;GPH;IP;Haile;MAIN;31
7023B205;2;GPH;GMAG;Haile;MAIN;31
7023B205;3;GPH;VLF;Haile;MAIN;31
7023B205;4;GPH;EM;Haile;MAIN;31
7023B205;5;GPH;AMAG;Haile;MAIN;31
7023B205;6;GPH;RAD;Haile;MAIN;31
7104559C;1;GPH;GRV;Buckreef;MAIN;72
7104559C;2;GPH;IP;Buckreef;MAIN;72
7104559C;3;GPH;AMAG;Buckreef;MAIN;72
7030CDA5;1;GPH;GRV;North Stock;MAIN;68
7030CDA5;2;GPH;MT;North Stock;MAIN;68
7030CDA5;3;GPH;IP;North Stock;MAIN;68
7030CDA5;4;GPH;GMAG;North Stock;MAIN;68|69
7030CDA5;5;GPH;RAD;North Stock;MAIN;68|69
7030CDA5;6;GPH;UNS;North Stock;MAIN;69
71665082;1;GPH;AMAG;Tongon;MAIN;24
71665082;2;GPH;RAD;Tongon;MAIN;24
71665082;5;GPH;IP;Tongon;MAIN;25
71665082;6;GPH;GMAG;Tongon;MAIN;26
7166C010;1;GPH;AMAG;Otjikoto;MAIN;100|101|102
7166C010;2;GPH;RAD;Otjikoto;MAIN;100
7166C010;3;GPH;EM;Otjikoto;MAIN;100|103|104|106
7166C010;5;GPH;GMAG;Otjikoto;MAIN;103
7166C010;6;GPH;IP;Otjikoto;MAIN;103|105|106
7166C010;7;GPH;MT;Otjikoto;MAIN;103|106
71DC7BE1;1;GPH;IP;Wolf Mine;MAIN;49
719754FA;1;GPH;SES;Macraes;MAIN;59
719754FA;2;GPH;EM;Macraes;MAIN;59
71910876;1;GPH;AMAG;Seabee Gold Operation;MAIN;43|49|50|51
71910876;2;GPH;IP;Seabee Gold Operation;MAIN;50
71910876;3;GPH;MT;Seabee Gold Operation;MAIN;50
71910876;4;GPH;RAD;Seabee Gold Operation;MAIN;51
7251E8D6;1;GPH;GMAG;Nkran;MAIN;127
7251E8D6;2;GPH;IP;Nkran;MAIN;130
7251E8D6;3;GPH;VLF;Nkran;MAIN;131
7251E8D6;4;GPH;EM;Nkran;MAIN;131
724B99AF;1;GPH;AMAG;New Liberty;MAIN;50|51
724B99AF;2;GPH;RAD;New Liberty;MAIN;50|51
72812B37;1;GPH;IP;Fekola;MAIN;90|93
72812B37;2;GPH;AMAG;Fekola;MAIN;90|93
72812B37;3;GPH;RES;Fekola;MAIN;93
72812B37;4;GPH;GRV;Fekola;MAIN;90|93
72812B37;5;GPH;RAD;Fekola;MAIN;93
72812B37;6;GPH;GMAG;Fekola;MAIN;93
72812B37;8;GPH;EM;Fekola;MAIN;74|90
72887B4B;1;GPH;GRV;Pony Creek;MAIN;89
72887B4B;2;GPH;MT;Pony Creek;MAIN;80|89
72EC717B;1;GPH;EM;Gounkoto;MAIN;17|28
72FE57B6;1;GPH;AMAG;Bissa Hill;MAIN;22|24
72E9A431;1;GPH;AMAG;Valley;MAIN;134|135
72E9A431;3;GPH;RAD;Valley;MAIN;135
72E9A431;4;GPH;EM;Valley;MAIN;136
72E9A431;5;GPH;MT;Valley;MAIN;137
73073CD7;1;GPH;UNS;Smarts;MAIN;73|81
737412AA;3;GPH;IP;Nampala;MAIN;6|74
737412AA;4;GPH;AMAG;Nampala;MAIN;6|74|76
737412AA;5;GPH;RES;Nampala;MAIN;6|74
737412AA;6;GPH;RAD;Nampala;MAIN;74
73F53024;1;GPH;AMAG;Youga;MAIN;82
73F53024;2;GPH;RAD;Youga;MAIN;82
73F53024;3;GPH;GMAG;Youga;MAIN;83
73F53024;4;GPH;IP;Youga;MAIN;84
73A1CF5D;1;GPH;IP;Valentine Gold Project;MAIN;107|114|115
73A1CF5D;2;GPH;GMAG;Valentine Gold Project;MAIN;107|114|116
73A1CF5D;3;GPH;SES;Valentine Gold Project;MAIN;107|114|122
73A1CF5D;4;GPH;AMAG;Valentine Gold Project;MAIN;114|116
74128A9D;1;GPH;GMAG;Triangle Zone;MAIN;112|116
74651CB4;1;GPH;AMAG;Marban;MAIN;67
74651CB4;2;GPH;IP;Marban;MAIN;67
74D64E4E;1;GPH;GMAG;Hazeur sill;MAIN;17
74D64E4E;2;GPH;IP;Hazeur sill;MAIN;17
74E1F665;1;GPH;GMAG;West Timmins Project;MAIN;28
74E1F665;2;GPH;IP;West Timmins Project;MAIN;28
753BA548;1;GPH;GMAG;South Zone;MAIN;20|37
753BA548;2;GPH;IP;South Zone;MAIN;20|37
753BA548;3;GPH;MALM;South Zone;MAIN;37
754AEF13;1;GPH;AMAG;Dugbe F and Tuzon;MAIN;50|51
7595F084;1;GPH;IP;Parbec;MAIN;19
75993931;1;GPH;AMAG;Eleonore;MAIN;53
75993931;2;GPH;RAD;Eleonore;MAIN;53
75993931;3;GPH;IP;Eleonore;MAIN;53
75520C79;1;GPH;AMAG;Yalea;MAIN;69
75520C79;2;GPH;EM;Yalea;MAIN;84
75D24D63;1;GPH;AMAG;Crown Zone;MAIN;17
75A8D886;1;GPH;AMAG;Ma Structural Complex;MAIN;50
75A8D886;2;GPH;RAD;Ma Structural Complex;MAIN;50
75E2F53A;1;GPH;VLF;Rusk Zone;MAIN;14
75E2F53A;2;GPH;EM;Rusk Zone;MAIN;14
75E2F53A;3;GPH;AMAG;Rusk Zone;MAIN;14|20
75E2F53A;4;GPH;UNS;Rusk Zone;MAIN;14
75E2F53A;6;GPH;GMAG;Rusk Zone;MAIN;20
75A406F3;1;GPH;AMAG;Madsen;MAIN;90|91
76FEDE55;1;GPH;VLF;Decade;MAIN;43
76FEDE55;2;GPH;GMAG;Decade;MAIN;43
77611353;1;GPH;AMAG;Namdini;MAIN;123
77611353;2;GPH;RAD;Namdini;MAIN;123
77611353;3;GPH;GMAG;Namdini;MAIN;123
77611353;4;GPH;IP;Namdini;MAIN;123
778712B0;1;GPH;AMAG;Kneivissat;MAIN;21|23
778712B0;2;GPH;RAD;Kneivissat;MAIN;21|23
76E6BBB4;1;GPH;AMAG;Jerritt Canyon Deposits;MAIN;49
76E6BBB4;2;GPH;GRV;Jerritt Canyon Deposits;MAIN;49
76E6BBB4;3;GPH;IP;Jerritt Canyon Deposits;MAIN;49
76E6BBB4;4;GPH;MT;Jerritt Canyon Deposits;MAIN;49
779F32E1;1;GPH;IP;Chevrier Main and South Zones;MAIN;75|108
779F32E1;2;GPH;AMAG;Chevrier Main and South Zones;MAIN;107
779F32E1;3;GPH;GMAG;Chevrier Main and South Zones;MAIN;108
77C5BC08;1;GPH;GMAG;Goose Site;MAIN;70
77C5BC08;2;GPH;IP;Goose Site;MAIN;70
77C5BC08;3;GPH;EM;Goose Site;MAIN;70
77C5BC08;4;GPH;AMAG;Goose Site;MAIN;61
77D71E8A;1;GPH;AMAG;Red Lake Gold Property;MAIN;33|44
77D71E8A;2;GPH;EM;Red Lake Gold Property;MAIN;33
77DAE8BA;1;GPH;AMAG;Pistol Lake;MAIN;30
7826B6E8;1;GPH;IP;Marban;MAIN;81
783A69CA;1;GPH;AMAG;West Branch;MAIN;56
783A69CA;2;GPH;GMAG;West Branch;MAIN;56
783A69CA;3;GPH;EM;West Branch;MAIN;56
783A69CA;4;GPH;RAD;West Branch;MAIN;56
783A69CA;5;GPH;IP;West Branch;MAIN;56
783A69CA;6;GPH;GRV;West Branch;MAIN;57
7875C8CA;1;GPH;IP;Chirano Deposits;MAIN;66|68|73
7875C8CA;2;GPH;GMAG;Chirano Deposits;MAIN;66|68
7875C8CA;3;GPH;GRV;Chirano Deposits;MAIN;69
7875C8CA;4;GPH;AMAG;Chirano Deposits;MAIN;69
7875C8CA;5;GPH;RAD;Chirano Deposits;MAIN;69
79495307;1;GPH;AMAG;Barani East Prospect;MAIN;49|54
79495307;2;GPH;RAD;Barani East Prospect;MAIN;49|54
79495307;3;GPH;GMAG;Barani East Prospect;MAIN;49|54
79495307;4;GPH;IP;Barani East Prospect;MAIN;51|54|55
79948E2F;1;GPH;AMAG;Oko West;MAIN;101
79948E2F;2;GPH;RAD;Oko West;MAIN;101
79948E2F;3;GPH;GMAG;Oko West;MAIN;102
79948E2F;4;GPH;IP;Oko West;MAIN;103
79BC10AE;1;GPH;GMAG;Lac Pau Porphyry;MAIN;14
79BC10AE;2;GPH;IP;Lac Pau Porphyry;MAIN;14
79969106;2;GPH;AMAG;Oko Main Zone;MAIN;78|80
79CC8F76;1;GPH;AMAG;Road Cut Zone;MAIN;60
79F23F30;1;GPH;GMAG;Golden Highway Project;MAIN;82|83|84
79F23F30;2;GPH;AMAG;Golden Highway Project;MAIN;82|84
79F23F30;3;GPH;IP;Golden Highway Project;MAIN;82|83|84
79F23F30;4;GPH;VLF;Golden Highway Project;MAIN;82|83
79F23F30;5;GPH;EM;Golden Highway Project;MAIN;83
79F23F30;6;GPH;MT;Golden Highway Project;MAIN;84
79F23F30;7;GPH;UNS;Golden Highway Project;MAIN;82
7A0F56CD;1;GPH;IP;São Jorge;MAIN;31
7A0F56CD;2;GPH;AMAG;São Jorge;MAIN;31
7A0F56CD;3;GPH;RAD;São Jorge;MAIN;31
7A0F56CD;4;GPH;GMAG;São Jorge;MAIN;31
7A431D56;1;GPH;EM;325-Megane Zone;MAIN;83|86|93|104|106|107
7AE997A9;1;GPH;AMAG;Riacho dos Machados;MAIN;50
7AE997A9;2;GPH;RAD;Riacho dos Machados;MAIN;50
7A8698DE;1;GPH;IP;Bombore;MAIN;113|116|117
7A8698DE;3;GPH;RES;Bombore;MAIN;114|115|116
7A8698DE;4;GPH;AMAG;Bombore;MAIN;115|116
7A8698DE;5;GPH;RAD;Bombore;MAIN;115|116
7A8698DE;6;GPH;GRV;Bombore;MAIN;116
7B02C19A;1;GPH;AMAG;Netiana;MAIN;54|58
7B02C19A;2;GPH;GMAG;Netiana;MAIN;54|58
7B02C19A;3;GPH;IP;Netiana;MAIN;54|58
7B02C19A;4;GPH;GRV;Netiana;MAIN;54|59
7B304863;1;GPH;AMAG;Golden Jacket;MAIN;41|43
7B304863;2;GPH;GRV;Golden Jacket;MAIN;41
7B74252B;1;GPH;AMAG;Douay;MAIN;74|76|77|78
7B74252B;2;GPH;IP;Douay;MAIN;74|76|77|78
7B74252B;3;GPH;EM;Douay;MAIN;75|78
7BFB999E;1;GPH;AMAG;Union Reefs;MAIN;88|97|100
7BFB999E;2;GPH;RAD;Union Reefs;MAIN;100
7BFB999E;3;GPH;IP;Union Reefs;MAIN;100
7C123F4D;1;GPH;EM;Nelligan;MAIN;80
7C123F4D;2;GPH;AMAG;Nelligan;MAIN;80
7C123F4D;3;GPH;IP;Nelligan;MAIN;80|81|82
7C123F4D;4;GPH;SWIR;Nelligan;MAIN;83|84
7C4B666F;1;GPH;AMAG;Paddy's Flat;MAIN;85
7CED6BDD;1;GPH;IP;Manuel;MAIN;10|11
7CED6BDD;2;GPH;GMAG;Manuel;MAIN;10|11
7CB904F3;1;GPH;UNS;Plutonic Gold Mine;MAIN;53|57
7CF011E7;1;GPH;AMAG;Goose Lake;MAIN;37
7CF011E7;2;GPH;EM;Goose Lake;MAIN;37
7CF011E7;3;GPH;RAD;Goose Lake;MAIN;37
7D30B9F9;1;GPH;AMAG;Castelo de Sonhos;MAIN;44|45
7D30B9F9;2;GPH;RAD;Castelo de Sonhos;MAIN;44|45
7D30B9F9;4;GPH;WLOG;Castelo de Sonhos;MAIN;46
7D30B9F9;6;GPH;RES;Castelo de Sonhos;MAIN;46
7D30B9F9;7;GPH;SES;Castelo de Sonhos;MAIN;46
7D30B9F9;8;GPH;GMAG;Castelo de Sonhos;MAIN;46
7D423785;1;GPH;AMAG;Kairuni;MAIN;76
7D423785;2;GPH;RAD;Kairuni;MAIN;76
7D50E8A5;1;GPH;AMAG;Bralorne;MAIN;82|84
7D50E8A5;2;GPH;RAD;Bralorne;MAIN;82|84
7D50E8A5;3;GPH;VLF;Bralorne;MAIN;82
7D50E8A5;4;GPH;EM;Bralorne;MAIN;84
7D680F8C;1;GPH;EM;Casa Berardi Mine;MAIN;98
7D680F8C;2;GPH;AMAG;Casa Berardi Mine;MAIN;98
7D75E4FE;1;GPH;UNS;Hardrock Project;MAIN;65
7D78246F;1;GPH;AMAG;Kunche;MAIN;46
7D78246F;2;GPH;RAD;Kunche;MAIN;46
7D78246F;3;GPH;IP;Kunche;MAIN;47|48
7DBC326E;1;GPH;AMAG;Wona-Kona;MAIN;35
7DBC326E;2;GPH;RAD;Wona-Kona;MAIN;35
7DBC326E;3;GPH;EM;Wona-Kona;MAIN;35
7D8BE393;1;GPH;IP;Vindaloo-Madras;MAIN;68|77
7DEA6E13;1;GPH;AMAG;White Foil;MAIN;31
7E4EB03F;1;GPH;IP;Taurus Deposit;MAIN;36
7E4EB03F;2;GPH;GMAG;Taurus Deposit;MAIN;36|37
7E02C244;1;GPH;AMAG;Mooseland;MAIN;49
7E02C244;2;GPH;VLF;Mooseland;MAIN;49|50
7E02C244;3;GPH;IP;Mooseland;MAIN;50
7E3E37E4;1;GPH;GRV;Spring Valley;MAIN;42|44
7E3E37E4;2;GPH;IP;Spring Valley;MAIN;42
7E3E37E4;3;GPH;GMAG;Spring Valley;MAIN;42
7E3E37E4;4;GPH;MT;Spring Valley;MAIN;43
7E556C09;1;GPH;UNS;Green Hill;MAIN;30
7E85E971;1;GPH;AMAG;Borden North;MAIN;13
7E85E971;2;GPH;EM;Borden North;MAIN;13
7E5A88DE;1;GPH;GRV;Haile;MAIN;60
7E5A88DE;2;GPH;AMAG;Haile;MAIN;60
7E5A88DE;3;GPH;EM;Haile;MAIN;60
7E5A88DE;4;GPH;IP;Haile;MAIN;60
7E5A88DE;5;GPH;GMAG;Haile;MAIN;60
7E757898;2;GPH;AMAG;Kiniero Gold Project;MAIN;79|110|111
7E757898;7;GPH;RES;Kiniero Gold Project;MAIN;111|113
7EC51181;1;GPH;EM;Sao Chico;MAIN;40
7EAF677E;1;GPH;IP;Keltepe;MAIN;74|75
7EAF677E;2;GPH;GMAG;Keltepe;MAIN;74|75
7EEFB943;3;GPH;UNS;Loulo;MAIN;24
7EEFB943;5;GPH;EM;Loulo;MAIN;28|29
7EEFB943;6;GPH;AMAG;Loulo;MAIN;29
7EFA8081;2;GPH;GMAG;Carvoeira Main Pit;MAIN;20
7EFA8081;3;GPH;RAD;Carvoeira Main Pit;MAIN;20
7EFA8081;4;GPH;IP;Carvoeira Main Pit;MAIN;20
7F0BDC11;1;GPH;AMAG;Ikungu Structure;MAIN;32
7F324BB5;1;GPH;AMAG;Touquoy;MAIN;133|141
7F324BB5;2;GPH;VLF;Touquoy;MAIN;133
7F39C734;1;GPH;AMAG;Mckinnon Gold Deposit;MAIN;27
7F39C734;2;GPH;EM;Mckinnon Gold Deposit;MAIN;27
80114425;1;GPH;GMAG;Thor Trend;MAIN;20
80114425;2;GPH;VLF;Thor Trend;MAIN;20
80114425;3;GPH;IP;Thor Trend;MAIN;20
80408762;1;GPH;GMAG;Golden Mile;MAIN;35|36|40
80408762;2;GPH;VLF;Golden Mile;MAIN;41
80408762;3;GPH;IP;Golden Mile;MAIN;41
8056C156;1;GPH;AMAG;Sadiola;MAIN;106
8056C156;2;GPH;EM;Sadiola;MAIN;106
8056C156;3;GPH;GRV;Sadiola;MAIN;106
8056C156;4;GPH;GPR;Sadiola;MAIN;106
8056C156;5;GPH;RAD;Sadiola;MAIN;106
8056C156;6;GPH;IP;Sadiola;MAIN;106|107
800FB2F8;1;GPH;EM;Casa Berardi;MAIN;53
800FB2F8;2;GPH;AMAG;Casa Berardi;MAIN;53
808240DD;1;GPH;AMAG;Namdini;MAIN;20|21
808240DD;2;GPH;GMAG;Namdini;MAIN;21
808240DD;3;GPH;IP;Namdini;MAIN;21
8081B6AB;1;GPH;AMAG;Pilar;MAIN;67|69
8081B6AB;2;GPH;RAD;Pilar;MAIN;67|69
8081B6AB;3;GPH;GMAG;Pilar;MAIN;67
8081B6AB;4;GPH;EM;Pilar;MAIN;67
8081B6AB;5;GPH;VLF;Pilar;MAIN;67
8095CF13;2;GPH;IP;Fekola;MAIN;114|115
8095CF13;3;GPH;AMAG;Fekola;MAIN;114|115
8095CF13;4;GPH;UNS;Fekola;MAIN;115
8095CF13;5;GPH;RES;Fekola;MAIN;115
8095CF13;6;GPH;GRV;Fekola;MAIN;115
8095CF13;7;GPH;EM;Fekola;MAIN;114
80E786B4;1;GPH;AMAG;Timmins Deposit;MAIN;87
80E786B4;2;GPH;IP;Timmins Deposit;MAIN;87|88
80E786B4;3;GPH;GMAG;Timmins Deposit;MAIN;88
80E786B4;4;GPH;GRV;Timmins Deposit;MAIN;88
81DB418B;1;GPH;GMAG;EL-21081 Property;MAIN;29
81EEC22E;1;GPH;VLF;Apankrah;MAIN;20
81EEC22E;2;GPH;IP;Apankrah;MAIN;26
81EEC22E;3;GPH;GMAG;Apankrah;MAIN;26
81EEC22E;4;GPH;EM;Apankrah;MAIN;26
8220299D;1;GPH;AMAG;Cuiú Cuiú;MAIN;98|101
8220299D;2;GPH;IP;Cuiú Cuiú;MAIN;133
829E4AA9;1;GPH;GMAG;Principal Vein;MAIN;32
829E4AA9;2;GPH;VLF;Principal Vein;MAIN;32
82AFB9EC;1;GPH;GMAG;Cisneros Project;MAIN;42
82CA2476;1;GPH;VLF;Fondaway Canyon;MAIN;36
82CA2476;2;GPH;GMAG;Fondaway Canyon;MAIN;36
832B312F;1;GPH;EM;KCD;MAIN;89
832B312F;2;GPH;AMAG;KCD;MAIN;89
832B312F;3;GPH;RAD;KCD;MAIN;89
836FF559;1;GPH;GMAG;Ste-Hélène Aloigny;MAIN;27
836FF559;2;GPH;IP;Ste-Hélène Aloigny;MAIN;27|30
836FF559;3;GPH;AMAG;Ste-Hélène Aloigny;MAIN;27
836FF559;4;GPH;EM;Ste-Hélène Aloigny;MAIN;27|32
837032B3;1;GPH;IP;Croinor;MAIN;60
837032B3;2;GPH;GMAG;Croinor;MAIN;60
83713FDA;1;GPH;SP;SSX;MAIN;64
83713FDA;2;GPH;IP;SSX;MAIN;64|65
83713FDA;3;GPH;MT;SSX;MAIN;64|65
83713FDA;4;GPH;RES;SSX;MAIN;64
83713FDA;5;GPH;RAD;SSX;MAIN;64|65
83713FDA;6;GPH;EM;SSX;MAIN;64|65
83713FDA;7;GPH;GRV;SSX;MAIN;64|65
83713FDA;8;GPH;AMAG;SSX;MAIN;64|65
83713FDA;9;GPH;GMAG;SSX;MAIN;65
83D59111;1;GPH;AMAG;Eleonore;MAIN;47
83D59111;2;GPH;RAD;Eleonore;MAIN;47
83D59111;3;GPH;IP;Eleonore;MAIN;47
83EC5998;1;GPH;AMAG;Campbell Shear;MAIN;75
83EC5998;2;GPH;EM;Campbell Shear;MAIN;75
83EC5998;3;GPH;RAD;Campbell Shear;MAIN;75
83EC5998;4;GPH;GMAG;Campbell Shear;MAIN;75
83EC5998;5;GPH;IP;Campbell Shear;MAIN;75
8462C848;1;GPH;IP;Moroy;MAIN;48
846009BD;1;GPH;UNS;Santa Luz Project;MAIN;75
846C02C9;1;GPH;AMAG;TM Deposit;MAIN;42
84ADA513;1;GPH;GMAG;Old Nic Mine;MAIN;25
84ADA513;2;GPH;IP;Old Nic Mine;MAIN;25
84A967CE;1;GPH;IP;Box;MAIN;99
84A967CE;2;GPH;AMAG;Box;MAIN;93
84CB9C73;1;GPH;AMAG;Iron Point Carlin-type system;MAIN;23|25|40
84CB9C73;2;GPH;GRV;Iron Point Carlin-type system;MAIN;29|40
